video_id,video_keywords,video_description,suggested_words
7177226190552386859,"['william', 'knifeman', 'reservation', 'dogs', 'reservation', 'dogs', 'funny', 'moments', 'dallas', 'goldtooth', 'rez', 'dog', 'native', 'dog', 'adoption', 'dogs', 'crying', 'william', 'knifeman', 'scream', 'dog', 'show', 'reservation', 'dogs', 'indigenous', 'american', 'comedy', 'drama', 'television', 'series', 'created', 'sterlin', 'harjo', 'taika', 'waititi', 'fx', 'productions', 'first', 'series', 'feature', 'indigenous', 'writers', 'directors', 'along', 'almost', 'entirely', 'indigenous', 'cast', 'production', 'team', 'reservation', 'dogs', 'received', 'widespread', 'critical', 'acclaim', 'numerous', 'accolades', 'including', 'peabody', 'award', 'two', 'independent', 'spirit', 'awards', 'nominations', 'critics', 'choice', 'television', 'awards', 'golden', 'globes', 'named', 'one', 'best', 'series', 'many', 'critics', 'addition', 'american', 'film', 'institute', 'named', 'one', 'ten', 'best', 'television', 'programs', 'fxonhulu', 'dallasgoldtooth', 'reservationdogs', 'nativehumor', 'viral', 'trending']","Reservation Dogs is an Indigenous American comedy drama television series created by Sterlin Harjo and Taika Waititi for FX Productions. It is the first series to feature all Indigenous writers and directors, along with an almost entirely Indigenous cast and production team. Reservation Dogs has received widespread critical acclaim and numerous accolades including a Peabody Award, two Independent Spirit Awards, and nominations for the Critics' Choice Television Awards and Golden Globes, and was named one of the best series of 2021 by many critics. In addition, the American Film Institute named it one of the ten best television programs of 2021 and 2022. #fxonhulu #dallasgoldtooth #reservationdogs #nativehumor #1491s #viral #trending ","william knifeman, Reservation Dogs, Reservation Dogs Funny Moments, dallas goldtooth, Rez Dog, Native, Dog Adoption, dogs crying, william knifeman scream, Dog Show"
7298098591489428766,"['kourtney', 'kardashian', 'kourtney', 'kardashian', 'gives', 'birth', 'kim', 'kourtney', 'david', 'hasselhoff', 'kardashians', 'kardashians', 'kourtney', 'kardashian', 'funniest', 'moments', 'kim', 'kourtney', 'kardashians', 'video', 'kim', 'kardashian', 'kourtney', 'literally', 'dying', 'lmao', 'kardashians', 'hulu']",literally dying lmao 😭 #kardashians #hulu ,"kourtney kardashian, Kourtney Kardashian Gives Birth, Kim And Kourtney, david hasselhoff, kardashians, the kardashians, Kourtney Kardashian Funniest Moments, Kim Kourtney, Kardashians Video, Kim Kardashian Kourtney"
7304023180425923882,"['starbucks', 'college', 'program', 'zacklever', 'mac', 'n', 'cheese', 'recipe', 'little', 'brother', 'growing', 'starbucks', 'little', 'brother', 'brothers', 'older', 'sister', 'prepared', 'starbucks', 'barista', 'big', 'sister', 'little', 'brother', 'started', 'working', 'starbucks', 'covid', 'remember', 'begging', 'manager', 'let', 'little', 'brother', 'work', 'years', 'later', 'hes', 'finish', 'college', 'starbucks', 'college', 'program', 'little', 'baby', 'brother', 'grown', 'uppppp', 'wanna', 'cry', 'theres', 'tears', 'eyes', 'rn']",i started working at this starbucks during COVID & remember begging the manager to let my little brother work with me 🥹 3 years later hes about to finish college with the STARBUCKS COLLEGE PROGRAM!!! my little baby brother is so grown uppppp now i wanna cry. theres tears in my eyes rn,"starbucks college program, zacklever, mac n cheese recipe, little brother growing up, Starbucks, little brother, Brothers, no older sister prepared for this, starbucks barista, Big Sister And Little Brother"
7289112047449754926,"['pm', 'pm', 'junk', 'pm', 'jay', 'park', 'embarrassing', 'jyp', 'entertainment', 'pm', 'jyp', 'pm', 'kpop', 'group', 'jyp', 'using', 'autotune', 'jyp', 'food', 'young', 'jyp', 'jsut', 'posting', 'since', 'havent', 'editing', 'idek', 'guy', 'pm', 'ateeee', 'jyp', 'made', 'worse']",JSUT POSTING THIS SINCE I HAVENT BEEN EDITING 😭 IDEK WHO THAT GUY FROM 2PM IS BUT HE ATEEEE BUT JYP MADE IT WORSE 💀💀,"2pm, 2pm again and again, junk 2pm, jay park embarrassing himself, JYP Entertainment, 2pm again and again jyp, 2pm Kpop Group, jyp using autotune, jyp food, Young JYP"
7304676813706431790,"['breaking', 'several', 'propalestine', 'activists', 'arrested', 'staging', 'sitin', 'march', 'route', 'macys', 'thanksgiving', 'day', 'parade', 'new', 'york', 'city', 'palestine']",BREAKING: Several pro-Palestine activists were arrested for staging a sit-in on the march route of the Macy’s Thanksgiving Day parade in New York City #palestine ,
7288112748767169838,"['never', 'dull', 'moment', 'set', 'loki', 'season', 'new', 'episode', 'starts', 'streaming', 'thursday', 'pm', 'pt', 'disney', 'previously', 'recorded', 'marvel', 'marvelstudios', 'bts', 'disneyplus', 'disney']","Never a dull moment on the set of #Loki Season 2. A new episode starts streaming this Thursday at 6PM PT, only on @Disney+. (Previously Recorded) #Marvel #MarvelStudios #BTS #DisneyPlus #Disney100",
7305179700937329966,"['family', 'college', 'black', 'friday', 'college', 'black', 'friday', 'dad', 'chats', 'college', 'life', 'black', 'friday', 'store', 'college', 'students', 'college', 'tiktok', 'send', 'dad', 'bout', 'head', 'black', 'friday', 'shopping', 'college', 'thanksgiving', 'blackfriday', 'dads', 'daughters', 'family', 'nailedit']",bout to head black friday shopping 🕺 #college #thanksgiving #blackfriday #dads #daughters #family #nailedit ,"family, college, Black Friday, College Black Friday, dad chats, College Life, Black Friday Store, College Students, College TikTok, send this to your dad"
7296961804226268462,"['green', 'screen', 'wwe', 'women', 'wrestlers', 'green', 'screen', 'videos', 'breakup', 'wlw', 'couples', 'green', 'screen', 'video', 'effect', 'wlw', 'relationship', 'green', 'screen', 'eye', 'video', 'got', 'permission', 'post', 'lmfaoo', 'wlw', 'wlwbreakup', 'greenscreen']",i got permission to post this lmfaoo #wlw #wlwbreakup #greenscreen ,"green screen, wwe women wrestlers, Green Screen Videos, breakup, wlw couples, Green Screen Video Effect, wlw relationship, Green Screen Eye Video"
7288495350011219242,"['slipping', 'fingers', 'wedding', 'older', 'sister', 'core', 'changing', 'last', 'name', 'slipping', 'fingers', 'siblings', 'sisters', 'marriage', 'sister', 'wives', 'sharing', 'room', 'sibling', 'getting', 'married', 'theres', 'something', 'bittersweet', 'watching', 'older', 'sister', 'get', 'married']",there’s something so bittersweet about watching your older sister get married,"slipping through my fingers, wedding, Older Sister Core, not changing last name, slipping through my fingers siblings, sisters, marriage, sister wives, Sharing A Room With My Sibling, Getting Married"
7218228439231368490,"['josh', 'peck', 'drake', 'bell', 'drake', 'bell', 'explained', 'drake', 'campana', 'drake', 'bell', 'interview', 'drake', 'interview', 'drake', 'bell', 'court', 'case', 'drake', 'bell', 'case', 'drake', 'bell', 'text', 'messages', 'drake', 'josh', 'drake', 'bell', 'trial', 'drake', 'bell', 'explains', 'pled', 'guilty', 'pled', 'guilty', 'strictly', 'flirtatious', 'dms', 'several', 'witnesses', 'venue', 'hotel', 'never', 'alone', 'together', 'ill', 'posting', 'soon', 'drakebell', 'drakecampana', 'drakeandjosh', 'robertomtz', 'drakebell', 'robertomtztv']",Drake Bell explains why he pled guilty and what he pled guilty for: strictly flirtatious DMs! There were several witnesses at both the venue and hotel that him and her were never alone together! I’ll be posting more soon! #drakebell #drakecampana #drakeandjosh #robertomtz @drakebell @robertomtztv ,"josh peck drake bell, drake bell explained, drake campana, drake bell interview, Drake Interview, drake bell court case, drake bell case, drake bell text messages, drake and josh, drake bell trial"
7298402621281389866,"['replying', 'mkeydeez', 'sam', 'norton', 'described', 'fiercely', 'loyal', 'kind', 'friend', 'would', 'always', 'want', 'corner', 'meant', 'would', 'safe', 'cared', 'took', 'running', 'years', 'ago', 'became', 'devoted', 'formed', 'almost', 'friday', 'run', 'club', 'built', 'great', 'community', 'fellow', 'runners', 'tragically', 'sam', 'collapsed', 'lost', 'life', 'rd', 'mile', 'santa', 'rosa', 'marathon', 'past', 'august', 'friends', 'intended', 'crushing', 'santa', 'rosa', 'marathon', 'victory', 'lap', 'nyc', 'marathon', 'rest', 'direct', 'quote', 'sams', 'friend', 'video', 'messaged', 'friend', 'day', 'really', 'didnt', 'want', 'part', 'race', 'yesterday', 'genuinely', 'couldnt', 'imagine', 'without', 'mom', 'asked', 'us', 'take', 'sams', 'bib', 'planning', 'run', 'herren', 'project', 'cause', 'deeply', 'personal', 'meaningful', 'sam', 'lost', 'father', 'substance', 'abuse', 'disorder', 'agreed', 'run', 'sam', 'wanted', 'turn', 'way', 'could', 'honor', 'celebrate', 'sam', 'coordinated', 'nyrr', 'get', 'us', 'sam', 'bib', 'one', 'sams', 'favorite', 'shirts', 'imagined', 'hed', 'wear', 'raceday', 'signatures', 'bib', 'family', 'friends', 'along', 'route', 'two', 'us', 'ran', 'sam', 'mile', 'onward', 'finish', 'started']","Replying to @mkeydeez Sam Norton was described to me as a “fiercely loyal” and “the kind of friend you would always want in your corner because it meant you would be safe and cared for.” He took up running a few years ago and became devoted. He formed the Almost Friday Run Club and built a great community of fellow runners.  Tragically, Sam collapsed and lost his life on the 23rd mile of the Santa Rosa marathon this past August. Him and his friends had intended on crushing the Santa Rosa Marathon and doing their “victory lap” at the NYC marathon.  The rest is a direct quote from Sam’s friend, who is in the video and messaged me about his friend: “After that day, I really didn’t want to be a part of the race yesterday. I genuinely couldn’t imagine being out there without him. But his mom had asked us to take over Sam's bib (he was planning to run through the Herren Project, a cause that was deeply personal and meaningful to Sam as he lost his father in 2020 to substance abuse disorder in 2020).  While we agreed to run it for Sam, we wanted to turn it into a way we could honor and celebrate Sam. We coordinated with NYRR to get us a SAM bib and that was one of Sam’s favorite shirts, which we imagined he’d wear on raceday. All the signatures on the Bib are family and friends along the route, and the two of us ran with Sam from mile 23 onward to finish what he started. ",
7294056756106317098,"['obama', 'instagram', 'post', 'malik', 'obama', 'palestine', 'obama', 'israel', 'obama', 'palestine', 'post', 'shut', 'obama', 'malia', 'obama', 'palestine', 'post', 'obama', 'instagram', 'palestine', 'obama', 'instagram', 'obama', 'war', 'criminal', 'obama', 'war', 'crimes', 'refuse', 'believe', 'man', 'shut', 'mouse', 'obamaaa', 'freepalestine', 'shocking', 'news', 'viral', 'presidentobama', 'palestine']","I refuse to believe it man, just shut up your mouse obamaaa💔. #fyp #freepalestine🇵🇸❤️ #shocking #news #viral #presidentobama #palestine ","obama instagram post, malik obama palestine, obama israel, obama palestine post, shut up your obama, malia obama palestine post, obama instagram palestine, obama instagram, obama war criminal, obama war crimes"
7293400775777324334,"['disney', 'boo', 'tomato', 'tomato', 'tomato', 'tomato', 'throwing', 'tomatoes', 'booing', 'boyfriend', 'disney', 'card', 'game', 'disney', 'cards', 'game', 'couples', 'tiktok', 'boo', 'dog', 'tomatoes', 'throwing', 'tomatoes', 'disney', 'game', 'tell', 'upset', 'intensity', 'boos']",I can tell how upset he is from the intensity of the boos🤣💀,"disney 100, boo tomato tomato, tomato tomato throwing tomatoes, booing boyfriend, the disney 100 card game, disney 100 cards game, Couples Of TikTok, boo the dog, tomatoes throwing tomatoes, disney 100 game"
7298054309789355295,"['demi', 'nick', 'pineapple', 'juice', 'demi', 'lovato', 'nick', 'jonas', 'diabetes', 'demi', 'nick', 'juice', 'disney', 'commercial', 'nick', 'jonas', 'nick', 'jonas', 'nick', 'jonas', 'commercial', 'demi', 'nick', 'jonas', 'diabetes', 'demi', 'nick', 'nick', 'demi', 'hollywood', 'juice', 'demi', 'nick', 'hollywood', 'triggered', 'would', 'cry', 'nick', 'jonas', 'disney', 'channel', 'commericals', 'thinking', 'going', 'dying', 'jonasbrothers', 'jonasbrothersconcert', 'jobros', 'nickjonas', 'nickjonasdiabetese', 'jonasbrothersslc']",Triggered to when we were 8 and would cry at @Nick Jonas disney channel commericals thinking he was going dying  #jonasbrothers #jonasbrothersconcert #jobros #nickjonas #nickjonasdiabetese #jonasbrothersslc ,"demi nick pineapple juice, demi lovato nick jonas diabetes, demi nick juice, disney commercial nick jonas, Nick Jonas, nick jonas commercial, demi nick jonas diabetes, demi nick, nick demi hollywood juice, demi nick hollywood"
7301148560077098271,"['lockheed', 'martin', 'engineering', 'ethics', 'lockheed', 'martin', 'explained', 'lockheed', 'martin', 'controversy', 'lockheed', 'martin', 'lockheed', 'martin', 'meme', 'engineering', 'engineering', 'ethics', 'class', 'lockheed', 'martin', 'engineer', 'cu', 'boulder', 'greenscreen', 'tad', 'bit', 'hypocritical', 'cuboulder', 'engineering', 'colorado', 'boulder', 'lockheedmartin', 'womeninstem', 'college', 'cu']",#greenscreen a tad bit hypocritical #cuboulder #engineering #colorado #boulder #lockheedmartin #womeninstem #college #cu ,"lockheed martin, engineering ethics, lockheed martin explained, lockheed martin controversy, what is lockheed martin, lockheed martin meme, engineering, engineering ethics class, lockheed martin engineer, cu boulder"
7302556208341208351,"['duet', 'amazon', 'freevee', 'phd', 'holiday', 'gradschool', 'thanksgiving', 'christmas', 'biologymajor', 'mastersdegree']",#duet with @Amazon Freevee #PhD #holiday #gradschool #thanksgiving #christmas #biologymajor #mastersdegree ,
7298442585964662046,"['replying', 'disdainjayne', 'dirty', 'pop', 'tatu', 'part', 'digging', 'time', 'tatu', 'pissed', 'nbc', 'jay', 'leno', 'well', 'abc', 'jimmy', 'kimmel', 'girls', 'treated', 'disgustingly', 'media', 'took', 'revenge', 'dirtypop', 'popmusic', 'pop', 'music', 'popculture', 'popculturenews', 'celebrity', 'celebritygossip', 'musicindustry', 'musicindustrysecrets', 'tatu', 'tatufan', 'allthethingsshesaid', 'notgonnagetus', 'lenakatina', 'juliavolkova', 'edm', 'dance']",Replying to @Disdainjayne DIRTY POP! TATU PART 2. Digging into the time Tatu pissed off NBC AND Jay Leno as well as ABC and Jimmy Kimmel. These girls were treated SO disgustingly by the media and they took their revenge! #dirtypop #popmusic #pop #music #popculture #popculturenews #celebrity #celebritygossip #musicindustry #musicindustrysecrets #2000s #tatu #tatufan #allthethingsshesaid #notgonnagetus #lenakatina #juliavolkova #edm #dance,
7292143951392492846,"['golden', 'gate', 'bridge', 'san', ""francisco's"", 'golden', 'gate', 'bridge', 'premature', 'baby', 'basinnet', 'golden', 'gate', 'bridge', 'seal', 'golden', 'gate', 'bridge', 'survivor', 'golden', 'gate', 'bridge', 'viewpoint', 'golden', 'gate', 'bridge', 'construction', 'jumping', 'golden', 'gate', 'survivor', 'golden', 'gate', 'bridge', 'net', 'test', 'guy', 'jumping', 'bridge', 'demonstrating', 'bungee', 'jumping', 'kevin', 'berthia', 'went', 'golden', 'gate', 'bridge', 'end', 'life', 'infant', 'daughter', 'born', 'premature', 'medical', 'costs', 'care', 'climbed', 'nearly', 'couldnt', 'see', 'way', 'debt', 'stress', 'pressure', 'became', 'much', 'ended', 'talking', 'life', 'officer', 'kevin', 'briggs', 'minutes', 'edge', 'bridge', 'somehow', 'compassion', 'voice', 'allowed', 'kinda', 'let', 'guard', 'enough', 'us', 'conversation', 'berthia', 'would', 'later', 'say', 'years', 'later', 'met', 'bridge', 'much', 'better', 'circumstances', 'greater', 'picture', 'need', 'daughter', 'know', 'shes', 'wouldnt', 'get', 'see', 'grow', 'berthia', 'told', 'briggs']","In 2005 Kevin Berthia went to the Golden Gate Bridge to end his life. He had an infant daughter who had been born premature, and the medical costs for her care climbed to nearly $250,000. He couldn't see a way out of debt and the stress and pressure became too much. He ended up talking about his life with Officer Kevin Briggs for 92 minutes while he was on the edge of the bridge. ""Somehow the compassion in his voice is what allowed me to kinda let my guard down enough for us to have a conversation,” Berthia would later say. 10 years later they met on the same bridge in much better circumstances. ""The greater picture is that I need to be here for my daughter. You know, she's 10 now and, had you not been there, I wouldn't get to see her grow up,” Berthia told Briggs. ","Golden Gate Bridge, san francisco's golden gate bridge, Premature Baby In Basinnet, Golden Gate Bridge Seal, The Golden Gate Bridge Survivor, Golden Gate Bridge Viewpoint, Golden Gate Bridge Construction, jumping off golden gate survivor, golden gate bridge net test, guy jumping off a bridge demonstrating bungee jumping"
7293672618723495211,"['israeli', 'influencer', 'gluten', 'free', 'israel', 'israeli', 'influencers', 'new', 'jeans', 'gluten', 'free', 'bread', 'israel', 'new', 'jeans', 'israel', 'israeli', 'influencer', 'gluten', 'bread', 'gluten', 'free', 'cookies', 'israel', 'influencers', 'israeli', 'hummus', 'oven', 'palestine', 'israeli', 'influencers', 'truly', 'revealing', 'propaganda', 'country', 'puts', 'scared', 'lives', 'serious', 'palestine', 'freepalestine']",israeli influencers truly revealing the propaganda that their country puts out about how “scared they are for their lives” be serious😭 #palestine #freepalestine ,"israeli influencer, gluten free israel, israeli influencers new jeans, gluten free bread israel, new jeans israel, israeli influencer gluten bread, gluten free cookies israel, influencers, israeli hummus, oven palestine"
7296842922467560735,"['miley', 'cyrus', 'card', 'declined', 'miley', 'celebrity', 'miley', 'cyrus', 'costume', 'miley', 'cyrus', 'glastonbury', 'jaded', 'miley', 'cyrus', 'miley', 'cyrus', 'lollapalooza', 'miley', 'cyrus', 'versace', 'show', 'miley', 'cyrus', 'interview', 'ironic', 'iconic', 'mileycyrus', 'throwback', 'celebrity', 'popculture', 'viral']",How ironic and iconic #mileycyrus #throwback #celebrity #popculture #fypage #viral ,"Miley Cyrus, card declined, miley, celebrity, Miley Cyrus Costume, Miley Cyrus Glastonbury, Jaded Miley Cyrus, Miley Cyrus Lollapalooza, Miley Cyrus Versace Show, Miley Cyrus Interview"
7284427941948427566,"['hozier', 'hozier', 'philly', 'hozier', 'concert', 'hozier', 'live', 'hozier', 'mad', 'hozier', 'interview', 'hozier', 'take', 'church', 'hozier', 'philadelphia', 'concert', 'hozierofficial', 'replying', 'dj', 'smith', 'captured', 'moment', 'like', 'song', 'alone', 'wasnt', 'enough', 'damage', 'hozier', 'cherrywinehozier', 'unrealunearthtour', 'theanthemdc', 'hoziertok']",Replying to @Dj Smith i captured that moment too. 🤍😭 like the song alone wasn’t enough damage.  #hozier #cherrywinehozier #unrealunearthtour #theanthemdc #hoziertok ,"Hozier, hozier philly, hozier concert, hozier live, hozier mad, hozier interview, hozier take me to church, hozier philadelphia, concert, hozierofficial"
7303259887901936942,"['everybody', 'put', 'fingers', 'air', 'hunger', 'games', 'edit', 'hunger', 'games', 'section', 'high', 'power', 'hunger', 'games', 'songbirds', 'snakes', 'new', 'hunger', 'games', 'movie', 'hunger', 'games', 'explained', 'katniss', 'everdeen', 'edit', 'everybody', 'put', 'fingers', 'air', 'hunger', 'games', 'katniss', 'shoot', 'coin', 'scene', 'thehungergames', 'edit']",#thehungergames #edit #fyp ,"everybody put 3 fingers in the air, the hunger games edit, Hunger Games, section 80 high power, hunger games songbirds and snakes, new hunger games movie, hunger games explained, katniss everdeen edit, everybody put 3 fingers in the air hunger games, katniss shoot coin scene"
7304090458555256106,"['maude', 'ivory', 'hunger', 'games', 'lucy', 'gray', 'maude', 'ivory', 'katniss', 'hanging', 'tree', 'im', 'gonna', 'pick', 'katniss', 'katniss', 'singing', 'hanging', 'tree', 'snow', 'hunger', 'games', 'katniss', 'hunger', 'games', 'lucy', 'gray', 'snow', 'dead', 'alive', 'jig', 'revenge', 'hungergames', 'balladofsongbirdsandsnakes', 'tbosbas', 'lucygray', 'coriolanussnow']",dead or alive this is the jig of revenge #hungergames #balladofsongbirdsandsnakes #tbosbas #lucygray #coriolanussnow ,"maude ivory hunger games, Lucy Gray, maude ivory, katniss hanging tree, im gonna pick some katniss, katniss singing hanging tree, snow hunger games, katniss, hunger games, lucy gray and snow"
7299439295172005166,"['hellfire', 'disney', 'song', 'wish', 'villain', 'song', 'thanks', 'get', 'disney', 'wish', 'disney', 'villain', 'songs', 'hunchback', 'notre', 'dame', 'disney', 'wish', 'movie', 'poor', 'unfortunate', 'soul', 'like', 'fire', 'hell', 'fire', 'hellfire', 'hellfirehunchback', 'hunchbackofnotredame', 'friendsontheotherside', 'princessandthefrog', 'lionking', 'scarlionking', 'beprepared', 'wishdisney', 'isthisthethanksiget']",#hellfire #hellfirehunchback #hunchbackofnotredame #friendsontheotherside #princessandthefrog #lionking #scarlionking #beprepared #wishdisney #isthisthethanksiget,"hellfire disney song, wish villain song, this is the thanks i get disney, wish, disney villain songs, hunchback of notre dame, disney  100, Wish Movie, poor unfortunate soul, like fire hell fire"
7304515084699618591,"['lucy', 'gray', 'cinna', 'hunger', 'games', 'hunger', 'games', 'katniss', 'everdeen', 'snow', 'hunger', 'games', 'katniss', 'lucy', 'gray', 'explained', 'lucy', 'gray', 'edit', 'happened', 'lucy', 'gray', 'hunger', 'games', 'ballad', 'songbirds', 'katniss', 'everdeen', 'edit', 'mockingjay', 'lives', 'lucygraybaird', 'lucygraybairdedit', 'katnisseverdeen', 'katnisseverdeenedit', 'themockingjay', 'hungergames', 'hungergamesedit', 'hungergamescatchingfire', 'theballadofsongbirdsandsnakes', 'theballadofsongbirdsandsnakesedit', 'balladofsongbirdsandsnakes', 'balladofsongbirdsandsnakesedit', 'themockingjaylives', 'edit']",the mockingjay lives #lucygraybaird #lucygraybairdedit #katnisseverdeen #katnisseverdeenedit #themockingjay  #hungergames #hungergamesedit #hungergamescatchingfire #theballadofsongbirdsandsnakes #theballadofsongbirdsandsnakesedit #balladofsongbirdsandsnakes #balladofsongbirdsandsnakesedit #themockingjaylives #edit ,"lucy gray, cinna hunger games, hunger games, katniss everdeen, snow hunger games, katniss and lucy gray explained, lucy gray edit, what happened to lucy gray, hunger games ballad of songbirds, katniss everdeen edit"
7303396064873270558,"['tigris', 'hunger', 'games', 'lucy', 'gray', 'snow', 'hunger', 'games', 'hunger', 'games', 'songbirds', 'snakes', 'hunger', 'games', 'happened', 'lucy', 'gray', 'hunger', 'games', 'ballad', 'songbirds', 'ballad', 'songbirds', 'snakes', 'hunger', 'games', 'explained', 'president', 'snow', 'put', 'together', 'hungergames', 'balladofsongbirdsandsnakes', 'presidentsnow', 'lucygraybaird', 'endingexplained', 'movieanalysis', 'booktok']",Did you put this together ? #hungergames #balladofsongbirdsandsnakes #presidentsnow #lucygraybaird #endingexplained #movieanalysis #booktok ,"tigris hunger games, lucy gray, snow hunger games, hunger games songbirds and snakes, hunger games, what happened to lucy gray, hunger games ballad of songbirds, ballad of songbirds and snakes, hunger games explained, President Snow"
7218283544278207790,"['atlanta', 'mall', 'scene', 'atlanta', 'brian', 'tyree', 'henry', 'atlanta', 'tv', 'show', 'lakeith', 'stanfield', 'atlanta', 'popeyes', 'blowfish', 'atlanta', 'scene', 'popeyes', 'chicken', 'sandwich', 'donald', 'glover', 'popeyes', 'chicken', 'sandwich', 'fire', 'tho', 'atlantafx', 'donaldglover', 'briantyreehenry', 'lakeithstanfield', 'zaziebeetz', 'popeyes']",why Popeye's chicken sandwich so fire tho 💀 #atlantafx #donaldglover #briantyreehenry #lakeithstanfield #zaziebeetz #popeyes ,"atlanta mall scene, atlanta, brian tyree henry, Atlanta TV Show, LaKeith Stanfield, atlanta popeyes, Blowfish, Atlanta Scene, popeyes chicken sandwich, Donald Glover"
7272592297315814699,"['milk', 'black', 'guys', 'vs', 'white', 'black', 'vs', 'white', 'reaction', 'black', 'guys', 'vs', 'white', 'reaction', 'milk', 'fights', 'milk', 'jubilee', 'black', 'men', 'vs', 'white', 'guy', 'black', 'vs', 'white', 'p', 'black', 'vs', 'white', 'reaction', 'winner', 'milk', 'guess', 'whos', 'black', 'nah', 'black', 'frfr', 'twitch', 'youtube', 'itssjustejj', 'react', 'reaction', 'reactionvideo', 'reactionvideos', 'funnyreaction', 'reactionvids', 'reacts', 'reacttothis']",Nah he black frfr. Twitch & Youtube: itssjustejj #react #reaction #reactionvideo #reactionvideos #funnyreaction #reactionvids #reacts #reacttothis ,"Milk74, 6 black guys vs 1 white, 6 black vs 1 white reaction, 6 black guys vs 1 white reaction, milk 74 fights, milk74 on jubilee, 6 black men vs 1 white guy, 6 black vs 1 white p2, 6 black vs 1 white reaction winner, milk74 guess whos black"
7303398419593235742,"['finnick', 'hunger', 'games', 'jamie', 'campbell', 'bower', 'finnick', 'dying', 'scene', 'snow', 'selling', 'finnick', 'finnick', 'finnick', 'deaths', 'scene', 'snow', 'hunger', 'games', 'tigris', 'hunger', 'games', 'tom', 'blyth', 'hunger', 'games', 'songbirds', 'snakes', 'need', 'keep', 'reminding', 'presidentsnow', 'theballadofsongbirdsandsnakes', 'hungergames', 'booktok']",I need to keep reminding myself. #fyp #presidentsnow #theballadofsongbirdsandsnakes #hungergames #booktok ,"finnick hunger games, jamie campbell bower, finnick dying scene, snow selling finnick, finnick, finnick deaths scene, snow hunger games, tigris hunger games, tom blyth, hunger games songbirds and snakes"
7302657627996130603,"['sat', 'score', 'reaction', 'day', 'night', 'ost', 'sat', 'score', 'day', 'night', 'k', 'drama', 'day', 'night', 'sat', 'score', 'reaction', 'bad', 'day', 'night', 'jung', 'seung', 'hwan', 'lowest', 'sat', 'score', 'bad', 'sat', 'score', 'sat', 'questions', 'college', 'yale', 'princeton', 'ucla', 'sat', 'tutor']",its over #college #yale #princeton #ucla #sat #tutor ,"sat score reaction, day and night ost, sat score, day and night k drama, day and night, sat score reaction bad, day and night jung seung hwan, lowest sat score, bad sat score, sat questions"
7293618574793444638,"['jungwoo', 'key', 'lime', 'pie', 'vampire', 'haechan', 'jungwoo', 'key', 'lime', 'jungwoo', 'pie', 'jungwoo', 'jungwoo', 'trader', ""joe's"", 'vampire', 'haechan', 'costume', 'haechan', 'key', 'lime', 'pie', 'erikatitus', 'key', 'lime', 'pie', 'halloween', 'costume', 'mine', 'matters', 'sjdhjdhs']",this is the only halloween costume of mine that matters to me sjdhjdhs,"jungwoo key lime pie, vampire haechan, jungwoo key lime, jungwoo pie, jungwoo, jungwoo trader joe's, vampire haechan costume, haechan key lime pie, erikatitus, Key Lime Pie"
7305081770821668139,"['comprehensive', 'guide', 'comfort', 'reads', 'shop', 'amazon', 'books', 'black', 'friday', 'cyber', 'monday', 'sales', 'sponsored', 'something', 'special', 'books', 'feel', 'pull', 'revisit', 'time', 'time', 'youve', 'read', 'many', 'times', 'start', 'become', 'old', 'friends', 'ones', 'count', 'bring', 'comfort', 'warmth', 'matter', 'life', 'honor', 'mine', 'im', 'bringing', 'comprehensive', 'guide', 'comfort', 'read', 'east', 'eden', 'alltime', 'favorite', 'book', 'normal', 'people', 'one', 'genuinely', 'reformed', 'think', 'life', 'thursday', 'murder', 'club', 'feel', 'good', 'fun', 'secret', 'history', 'want', 'escape', 'different', 'life', 'ones', 'hopefuls', 'everything', 'know', 'love', 'midnight', 'library', 'find', 'comfort', 'titles', 'via', 'link', 'profile', 'enjoy', 'titles', 'others', 'starting', 'november', 'rd']","My comprehensive guide to comfort reads to shop during Amazon Books black friday and cyber monday sales #sponsored There is something so special about those books that you feel the pull to revisit time and time again. Those that you’ve read so many times they start to become old friends. The ones you can count on to bring you comfort and warmth no matter where you are in life. In honor of those of mine that do just that, I’m bringing you my comprehensive guide to “the comfort read”:   ·     East Of Eden (My all-time favorite book) ·     Normal People (This one genuinely reformed how I think about life) ·     The Thursday Murder Club (Feel good fun) ·     The Secret History (Want to escape into a different life? This one’s for you.)   And my hopefuls: ·     Everything I Know About Love ·     The Midnight Library   You can find all of these comfort titles via the link in my profile and enjoy up to 50% off on these titles and others starting on November 23rd.",
