,video_id,video_date,video_keywords,nyt_keywords,nyt_headline,cosine_sim
2901,7300757106242637086,2023-11-12,"['sabrina', 'carpenter', 'eyebrows', 'sabrina', 'carpenter', 'bushy', 'eyebrows', 'sabrina', 'carpenter', 'makeup', 'eyebrows', 'filter', 'thin', 'eyebrows', 'filter', 'thin', 'eyebrow', 'thicker', 'eyebrows', 'filter', 'eyebrows', 'sabrina', 'carpenter', 'thin', 'eyebrows', 'thank', 'u', 'mom', 'making', 'love', 'caterpillers', 'eyes']","['beauty', 'concept', 'eyebrows', 'how', 'shave', 'your', 'eyebrows']",How to Shave Your Eyebrows,0.5891815
2902,7301189860222668075,2023-11-14,"['college', 'uni', 'diwali', 'deepavali', 'desi', 'brown', 'indian', 'india', 'university']","['diwali', 'hindu', 'festival', 'masque', 'mumbai', 'india', 'restaurant', 'mumbai', 'india', 'indian', 'food', 'cuisine', 'parties', 'social', 'restaurants', 'in', 'mumbai,', 'intimate', 'diwali', 'dinner', 'party']","In Mumbai, an Intimate Diwali Dinner Party",0.56104285
2941,7299214597980966174,2023-11-08,"['priscilla', 'movie', 'priscilla', 'priscilla', 'presley', 'priscilla', 'moviegun', 'outfit', 'elvis', 'presley', 'priscilla', 'pool', 'scene', 'priscilla', 'chair', 'scene', 'know', 'like', 'priscilla', 'sofia', 'coppola', 'jacob', 'elordi', 'movie', 'deeply', 'hurt', 'priscilla']","['jewels', 'jewelry', 'movies', 'a24', 'films', 'llc', 'presley', 'priscilla', 'revesz', 'jess', 'hannah', 'priscilla', 'movie', 'the', 'heart', '‘priscilla’', 'is', 'sale']",The Heart of ‘Priscilla’ Is for Sale,0.6825132
2967,7294700156396604718,2023-10-27,"['ballet', 'jumping', 'without', 'bending', 'knees', 'jump', 'without', 'bending', 'knees', 'ballet', 'videos', 'ballerinas', 'ballet', 'performance', 'plie', 'ballet', 'jump', 'style', 'professional', 'ballerina', 'ballerina', 'leap', 'take', 'away', 'pliè', 'ballet', 'things', 'get', 'little', 'scary', 'master', 'ballet', 'academy', 'ballet', 'ballerinas', 'jumping', 'jump', 'jumpchallenge']","['dancing', 'english', 'national', 'ballet', 'don', 'quixote', 'ballet', 'les', 'noces', 'ballet', 'theme', 'variations', 'ballet', 'royal', 'ballet', 'birmingham', 'royal', 'ballet', 'black', 'sabbath', 'the', 'ballet', 'ballet', 'london', 'england', 'black', 'sabbath', 'ballet', 'turns', 'up', 'volume', 'varied', 'london', 'season']",Black Sabbath Ballet Turns Up the Volume on a Varied London Season,0.67974883
2978,7299649206082407711,2023-11-09,"['priscilla', 'movie', 'priscilla', 'presley', 'elvis', 'priscilla', 'elvis', 'presley', 'priscilla', 'elvis', 'priscilla', 'age', 'gap', 'jackie', 'rowland', 'graceland', 'elvis', 'presley', 'elvis', 'movie', 'jacob', 'elordi', 'elvis', 'replying', 'christina', 'gibson', 'greenscreen', 'elvis', 'soo', 'many', 'enablers', 'around', 'every', 'opportunity', 'priscilla', 'would', 'question', 'seems', 'like', 'someone', 'payroll', 'normalizing', 'behavior', 'priscillapresley', 'elvis', 'elvisandme']","['audio', 'neutral', 'informative', 'presley', 'priscilla', 'presley', 'elvis', 'the', 'golden', 'bachelor', 'tv', 'program', 'coppola', 'sofia', 'popcast', '(deluxe):', '‘priscilla’', '‘the', 'golden', 'bachelor’', 'plumb', 'heartbreak']",Popcast (Deluxe): ‘Priscilla’ and ‘The Golden Bachelor’ Plumb Heartbreak,0.59635705
3003,7299465312758500639,2023-11-09,"['yeah', 'mnews', 'disney', 'disney', 'pixar', 'animation', 'insideout', 'insideout']","['company', 'reports', 'disney', 'plus', 'walt', 'disney', 'company', 'iger', 'robert', 'a', 'peltz', 'nelson', 'disney', 'adds', 'million', 'streaming', 'subscribers']",Disney Adds 5 Million Streaming Subscribers,0.5868957
3080,7299966954477980971,2023-11-10,"['dance', 'dancers', 'behind', 'scenes', 'man', 'danced', 'rasputin', 'dance', 'dance', 'behind', 'scenes', 'rasputin', 'dance', 'behind', 'scenes', 'dance', 'lore', 'dance', 'dance', 'central', 'life', 'dancer', 'coach', 'dance', 'love', 'baby', 'dancers', 'real', 'people', 'justdance']","['dancing', 'la', 'horde', 'dance', 'group', 'vienne', 'gisele', 'charmatz', 'boris', 'chamblas', 'dimitri', 'ouramdane', 'rachid', 'taking', 'note', 'dance', 'reflections', 'takes', 'pause']",Taking Note as Dance Reflections Takes a Pause,0.6461334
3103,7256815301046668587,2023-07-17,"['elvis', 'presley', 'creepy', 'elvis', 'presley', 'priscilla', 'presley', 'priscilla', 'movie', 'priscilla', 'elvis', 'presley', 'priscilla', 'elvis', 'presley', 'mom', 'elvis', 'priscilla', 'elvis', 'mom', 'elvis', 'presley', 'movie', 'elvis', 'elvispresley', 'priscilla', 'priscillapresley', 'creepy', 'truecrime']","['bariatric', 'surgery', 'presley', 'lisa', 'marie', 'presley', 'elvis', 'lisa', 'marie', 'presley', 'died', 'from', 'bowel', 'obstruction,', 'officials', 'say']","Lisa Marie Presley Died From Bowel Obstruction, Officials Say",0.58153003
3105,7297290359900622110,2023-11-03,"['priscilla', 'movie', 'priscilla', 'presley', 'jacob', 'elordi', 'elvis', 'presley', 'priscilla', 'priscilla', 'movie', 'watch', 'jacob', 'elordi', 'elvis', 'elvis', 'priscilla', 'priscilla', 'movie', 'edit', 'priscilla', 'watching', 'priscilla', 'movie', 'priscillamovie', 'playing', 'everywhere']","['jewels', 'jewelry', 'movies', 'a24', 'films', 'llc', 'presley', 'priscilla', 'revesz', 'jess', 'hannah', 'priscilla', 'movie', 'the', 'heart', '‘priscilla’', 'is', 'sale']",The Heart of ‘Priscilla’ Is for Sale,0.6608795
3106,7299244818029481262,2023-11-08,"['know', 'know', 'elvis', 'elvismovie', 'elvismovieedit', 'elvis', 'elvispresley', 'elvispresleyedit', 'priscilla', 'priscillapresley', 'priscillapresleyedit', 'oliviadejonge', 'austinbutler', 'austinbutlerelvis']","['audio', 'neutral', 'informative', 'presley', 'priscilla', 'presley', 'elvis', 'the', 'golden', 'bachelor', 'tv', 'program', 'coppola', 'sofia', 'popcast', '(deluxe):', '‘priscilla’', '‘the', 'golden', 'bachelor’', 'plumb', 'heartbreak']",Popcast (Deluxe): ‘Priscilla’ and ‘The Golden Bachelor’ Plumb Heartbreak,0.5869278
3108,7297727274416131370,2023-11-04,"['priscilla', 'movie', 'priscilla', 'presley', 'lana', 'del', 'rey', 'priscilla', 'cailee', 'spaeny', 'priscilla', 'movie', 'lana', 'del', 'rey', 'priscilla', 'presley', 'movie', 'marie', 'antoinette', 'movie', 'priscilla', 'presley', 'makeup', 'marie', 'antoinette', 'replying', 'priscillamovie', 'lanadelrey', 'lanacult', 'priscillapresley']","['jewels', 'jewelry', 'movies', 'a24', 'films', 'llc', 'presley', 'priscilla', 'revesz', 'jess', 'hannah', 'priscilla', 'movie', 'the', 'heart', '‘priscilla’', 'is', 'sale']",The Heart of ‘Priscilla’ Is for Sale,0.6581964
3156,7300201025909050670,2023-11-11,"['dont', 'big', 'creator', 'support', 'freepalestine', 'freepalestine', 'freepalestine', 'palestine', 'gaza', 'freegaza', 'abcxyz', 'zyxcba', 'bst', 'filter']","['palestinians', 'israel', 'gaza', 'war', '2023', 'politics', 'government', 'feed', 'opinionvideo', 'gaza', 'strip', 'israel', 'the', 'two-state', 'platitude']",The Two-State Platitude,0.5770092
3197,7265047799304162602,2023-08-08,"['iain', 'armitage', 'us', 'alex', 'edelman', 'broadway', 'theatre', 'us', 'comedy', 'theatre', 'broadway', 'musical', 'theatre', 'broadway', 'tiktok', 'musical', 'theatre', 'performing', 'broadway', 'broadway', 'musicals', 'younger', 'one', 'favorite', 'things', 'review', 'theatre', 'havent', 'done', 'pandemic', 'happened', 'got', 'groove', 'still', 'love', 'seeing', 'shows', 'go', 'whenever', 'havent', 'done', 'reviews', 'recently', 'ive', 'bever', 'posted', 'review', 'tiktok', 'even', 'work', 'dont', 'know', 'well', 'changed', 'week', 'emergency', 'review', 'terrific', 'show', 'closong', 'soon', 'cab', 'get', 'ny', 'go', 'see', 'italex', 'edelman', 'theatre', 'broadway', 'standupcomedy', 'alexedelmanjustforus']","['theater', 'glimmerglass', 'festival', 'stratford', 'shakespeare', 'festival', 'candide', 'opera', 'spamalot', 'play', 'rent', 'play', 'can', 'these', 'three', 'much-loved', 'musicals', 'ever', 'be', 'truly', 'revived?']",Can These Three Much-Loved Musicals Ever Be Truly Revived?,0.63953006
3206,7299948997639359790,2023-11-10,"['bushy', 'eyebrows', 'bushy', 'eyebrows', 'make', 'look', 'like', 'old', 'man', 'bushy', 'eyebrows', 'old', 'man', 'original', 'eyebrows', 'filter', 'realising', 'bushy', 'eyebrows', 'original', 'bushy', 'eyebrows', 'make', 'look', 'like', 'old', 'man', 'original', 'bushy', 'eyebrows', 'original', 'bushy', 'eyebrows', 'old', 'man', 'sparse', 'eyebrows', 'thin', 'eyebrows', 'filter', 'parody']","['beauty', 'concept', 'eyebrows', 'how', 'shave', 'your', 'eyebrows']",How to Shave Your Eyebrows,0.64915746
3335,7296872374845099307,2023-11-02,"['im', 'officially', 'alive', 'release', 'new', 'beatles', 'song', 'thebeatles', 'relatable', 'romanempire', 'nowandthen', 'paulmccartney', 'johnlennon', 'georgeharrison', 'ringostarr']","['beatles', 'the', 'lennon', 'john', 'mccartney', 'paul', 'now', 'then', 'song', 'friendship', 'pop', 'rock', 'music', '‘now', 'then,', 'i', 'miss', 'you’:', 'the', 'love', 'story', 'heart', 'last', 'beatles', 'song']","‘Now and Then, I Miss You’: The Love Story at the Heart of the Last Beatles Song",0.62578744
3357,7190811564964891946,2023-01-20,"['alec', 'baldwin', 'baldwin', 'accusations', 'alec', 'baldwin', 'hailey', 'baldwin', 'alec', 'baldwin', 'wife', 'alec', 'baldwin', 'hilaria', 'baldwin', 'cucumbers', 'hilaria', 'thomas', 'baldwin', 'paparazzi', 'baldwin', 'family', 'speaking', 'fake', 'language', 'public', 'hilaria', 'baldwin', 'responds', 'paparazzi', 'husband', 'alec', 'baldwin', 'charged', 'involuntary', 'manslaughter', 'fatal', 'rust', 'shooting', 'rust', 'hilariabaldwin', 'alecbaldwin', 'apnews']","['murders', 'attempted', 'murders', 'homicides', 'movies', 'rust', 'movie', 'baldwin', 'alec', 'new', 'mexico', 'hutchins', 'halyna', '1979', '2021', 'suits', 'litigation', 'civil', 'alec', 'baldwin', 'charges', 'complicate', 'efforts', 'finish', 'troubled', '‘rust’', 'movie']",Alec Baldwin Charges Complicate Efforts to Finish Troubled ‘Rust’ Movie,0.5935098
3375,7192767441347382574,2023-01-25,"['yurilamasbella', 'kim', 'kardashian', 'kylie', 'jenner', 'ooouuu', 'kardashian', 'impression', 'kylie', 'jenner', 'fashion', 'week', 'kardashian', 'kylie', 'khloe', 'kardashian', 'nails', 'kylie', 'jenner', 'kylie', 'jenner', 'lion', 'head', 'dress', 'kylie', 'jenner', 'lion', 'dress', 'kyliejenner', 'fashionweek', 'kyliejennerlion', 'parisfashionweek']","['models', 'professional', 'fashion', 'apparel', 'celebrities', 'couture', 'fashion', 'week', 'schiaparelli', 'elsa', 'sas', 'swarovski', 'ag', 'campbell', 'naomi', 'dante', 'alighieri', '1265', '1321', 'dlamini', 'amala', 'zandile', 'doja', 'cat', 'harlow', 'shalom', 'jenner', 'kylie', 'kylie', 'jenner’s', 'lion-head', 'outfit', 'stuns', 'schiaparelli', 'show']",Kylie Jenner’s Lion-Head Outfit Stuns at Schiaparelli Show,0.5888167
3387,7295871746870086954,2023-10-30,"['wrote', 'guilty', 'childhood', 'bedroom', 'peak', 'taemin', 'ate', 'taemin', 'taeminshinee', 'kpop', 'songwriter']","['blackpink', 'limits', 'k-pop', 'maximalism']",Blackpink and the Limits of K-Pop Maximalism,0.61244375
3412,7295795567291108639,2023-10-30,"['keith', 'lee', 'keith', 'lee', 'atlanta', 'cardi', 'b', 'keith', 'lee', 'atlanta', 'restaurants', 'keith', 'lee', 'atlanta', 'food', 'real', 'milk', 'honey', 'milk', 'honey', 'real', 'milk', 'honey', 'atlanta', 'atl', 'restaurants', 'cardi', 'b', 'replying', 'elio', 'mauricio', 'greenscreenvideo', 'cardi', 'b', 'agrees', 'keith', 'lee', 'cardib', 'atlrestaurants', 'keithleereviews', 'foodreviews', 'keithlee']","['restaurants', 'social', 'media', 'consumer', 'reviews', 'lee', 'keith', '1981', 'tiktok', 'bytedance', 'atlanta', 'ga', 'georgia', 'atlanta’s', 'dining', 'scene', 'feels', '‘the', 'keith', 'lee', 'effect’']",Atlanta’s Dining Scene Feels ‘the Keith Lee Effect’,0.6275564
3416,7295818404936584491,2023-10-30,"['greenscreen', 'hate', 'keith', 'lee', 'coming', 'atlanta', 'crazy', 'keithlee', 'foodreview', 'atlanta', 'reaction', 'shame']","['restaurants', 'social', 'media', 'consumer', 'reviews', 'lee', 'keith', '1981', 'tiktok', 'bytedance', 'atlanta', 'ga', 'georgia', 'atlanta’s', 'dining', 'scene', 'feels', '‘the', 'keith', 'lee', 'effect’']",Atlanta’s Dining Scene Feels ‘the Keith Lee Effect’,0.6251113
3422,7295964722409639199,2023-10-30,"['keith', 'lee', 'real', 'milk', 'honey', 'therealmilkandhoney', 'keith', 'lee', 'atlanta', 'cardi', 'b', 'keith', 'lee', 'real', 'milk', 'honey', 'atlanta', 'milk', 'honey', 'keith', 'lee', 'parking', 'lot', 'keith', 'lee', 'atlanta', 'food', 'keith', 'lee', 'milk', 'honey', 'review', 'atlanta', 'food', 'tour', 'recap', 'would', 'try', 'foodcritic']","['restaurants', 'social', 'media', 'consumer', 'reviews', 'lee', 'keith', '1981', 'tiktok', 'bytedance', 'atlanta', 'ga', 'georgia', 'atlanta’s', 'dining', 'scene', 'feels', '‘the', 'keith', 'lee', 'effect’']",Atlanta’s Dining Scene Feels ‘the Keith Lee Effect’,0.60472643
3443,7277062753594969387,2023-09-10,"['chixciclub', 'crater', 'farmers', 'finding', 'dinosaur', 'bones', 'stromatolite', 'fossil', 'dinosaurs', 'oldest', 'fossil', 'discovered', 'dinosaur', 'fossils', 'dinosaur', 'extinction', 'fossil', 'dinosaur', 'tiktok', 'asteroid', 'dinosaurs', 'replying', 'alexis', 'well', 'go', 'paleopedia', 'dinosaur', 'dinotok', 'fossil', 'fossiltok', 'paleontology', 'evolution']","['flowers', 'plants', 'dinosaurs', 'paleontology', 'endangered', 'extinct', 'species', 'research', 'biology', 'letters', 'journal', 'feed', 'science', 'wiping', 'out', 'dinosaurs', 'let', 'countless', 'flowers', 'bloom']",Wiping Out the Dinosaurs Let Countless Flowers Bloom,0.6596455
3469,7296164773778050334,2023-10-31,"['happy', 'halloween', 'guyssss', 'homelessant', 'homelessantmeme', 'halloween', 'halloween', 'antmeme']","['should', 'school', 'be', 'place', 'celebrate', 'halloween?']",Should School Be a Place to Celebrate Halloween?,0.6180143
3484,7296480160264719662,2023-11-01,['halloween'],"['should', 'school', 'be', 'place', 'celebrate', 'halloween?']",Should School Be a Place to Celebrate Halloween?,0.5761722
3505,7294056756106317098,2023-10-25,"['obama', 'instagram', 'post', 'malik', 'obama', 'palestine', 'obama', 'israel', 'obama', 'palestine', 'post', 'shut', 'obama', 'malia', 'obama', 'palestine', 'post', 'obama', 'instagram', 'palestine', 'obama', 'instagram', 'obama', 'war', 'criminal', 'obama', 'war', 'crimes', 'refuse', 'believe', 'man', 'shut', 'mouse', 'obamaaa', 'freepalestine', 'shocking', 'news', 'viral', 'presidentobama', 'palestine']","['presidential', 'election', '2024', 'polls', 'public', 'opinion', 'arab', 'americans', 'palestinian', 'americans', 'muslim', 'americans', 'israel', 'gaza', 'war', '2023', 'dearborn', 'mich', 'michigan', 'biden', 'joseph', 'r', 'jr', 'gaza', 'strip', 'palestinians', 'israel', 'united', 'states', 'international', 'relations', 'united', 'states', 'politics', 'government', 'in', 'michigan,', 'muslim', 'arab', 'american', 'voters', 'reconsider', 'support', 'biden']","In Michigan, Muslim and Arab American Voters Reconsider Support for Biden",0.6111222
3506,7293334515353734442,2023-10-23,"['obama', 'palestine', 'gaza', 'muslim', 'israel', 'news', 'barackobama']","['biden', 'joseph', 'r', 'jr', 'israel', 'gaza', 'war', '2023', 'israel', 'palestinians', 'gaza', 'strip', 'united', 'states', 'international', 'relations', 'biden', 'supports', 'israel', 'calls', 'more', 'aid', 'gaza']",Biden Supports Israel and Calls for More Aid for Gaza,0.7001265
3528,7291271467772185886,2023-10-18,"['crazy', 'see', 'sun', 'longer', 'everyone', 'else', 'city', 'nyc', 'sunset', 'penthouse', 'luxuryliving', 'hudsonyards', 'manhattan', 'newyorkcity']","['rain', 'weather', 'new', 'york', 'city', 'autumn', 'season', 'seasons', 'months', 'parks', 'other', 'recreation', 'areas', 'central', 'park', 'manhattan', 'ny', 'astoria', 'queens', 'ny', 'bushwick', 'brooklyn', 'ny', 'bronx', 'nyc', 'brooklyn', 'nyc', 'queens', 'night', 'market', 'please,', 'new', 'yorkers', 'beg,', 'make', 'weekend', 'rain', 'stop']","Please, New Yorkers Beg, Make the Weekend Rain Stop",0.6216997
3535,7295464025222171935,2023-10-29,"['horror', 'movie', 'horrormovie', 'chuckecheese', 'animatronic', 'actor', 'actress', 'halloween', 'meme']","['movies', 'hutcherson', 'josh', 'tammi', 'emma', 'five', 'nights', 'freddy', 'movie', '‘five', 'nights', 'freddy’s’', 'review:', 'creepypizza']",‘Five Nights at Freddy’s’ Review: Creepypizza,0.5785932
3554,7296273003879533870,2023-10-31,"['kid', 'fsvorite', 'holiday', 'happened', 'halloween', 'halloween']","['should', 'school', 'be', 'place', 'celebrate', 'halloween?']",Should School Be a Place to Celebrate Halloween?,0.60899085
3560,7295165984330059050,2023-10-28,"['fnaf', 'fnaf', 'ending', 'scene', 'fnaf', 'red', 'scene', 'fnaf', 'gameplay', 'fnaf', 'ending', 'scene', 'bad', 'fnaf', 'lore', 'explained', 'fnaf', 'movie', 'fnaf', 'explained', 'fnaf', 'sister', 'location', 'nightmare', 'fnaf', 'greenscreen', 'still', 'never', 'finished', 'one', 'idk', 'ends', 'never', 'watched', 'playthrough', 'hate', 'fnaf', 'fivenightsatfreddys', 'fnafmovie', 'nightmare']","['movies', 'hutcherson', 'josh', 'tammi', 'emma', 'five', 'nights', 'freddy', 'movie', '‘five', 'nights', 'freddy’s’', 'review:', 'creepypizza']",‘Five Nights at Freddy’s’ Review: Creepypizza,0.63773876
3572,7295594789955702058,2023-10-29,"['namjoon', 'looks', 'like', 'cutie', 'patootie', 'one', 'photo', 'kpop', 'twicepinkvelvet', 'lisa', 'chaeyoung', 'momo', 'sana', 'trending', 'hair', 'badhairday', 'goofy', 'boa', 'snsd', 'hyoyeon', 'namjoon', 'bts', 'itzy', 'yeji', 'gidle', 'yuqi', 'minnie', 'exo', 'bigbang', 'gdragon', 'stayc', 'yoon']","['blackpink', 'limits', 'k-pop', 'maximalism']",Blackpink and the Limits of K-Pop Maximalism,0.6106184
3601,7295037321844641070,2023-10-28,"['cant', 'stop', 'fnaf', 'fivenightsatfreddy', 'joshhutcherson', 'fnafmovie']","['movies', 'hutcherson', 'josh', 'tammi', 'emma', 'five', 'nights', 'freddy', 'movie', '‘five', 'nights', 'freddy’s’', 'review:', 'creepypizza']",‘Five Nights at Freddy’s’ Review: Creepypizza,0.5512545
3625,7295957120816516383,2023-10-30,"['embarrassment', 'era', 'chaesnumberone', 'viral', 'jessi', 'jessikpop', 'jessigum', 'kpop']","['blackpink', 'limits', 'k-pop', 'maximalism']",Blackpink and the Limits of K-Pop Maximalism,0.6219304
3673,7294424942924582190,2023-10-26,"['vladimir', 'putin', 'dead', 'vvladimirputinpputinpputindeadpuputinrarmedforcesofukraineawarinukraineurussianinvasionkukrainewarusupportukrainetstandwithukraineлславаукраїніегероямславаkukrainewillwinhkhersonymykolaivodonheskuluhanskazaporizhzhiaabakhmutkukraine']","['russia', 'russian', 'invasion', 'ukraine', '2022', 'putin', 'vladimir', 'v', 'gaza', 'strip', 'israel', 'united', 'nations', 'ukraine', 'middle', 'east', 'putin', 'is', 'getting', 'what', 'he', 'wants']",Putin Is Getting What He Wants,0.57152736
3677,7294109688667442462,2023-10-25,"['germany', 'palestine', 'israel', 'refugeetraveldocument']","['israel', 'gaza', 'war', '2023', 'hamas', 'israel', 'view', 'from', 'west', 'bank']",View From the West Bank,0.60872614
3690,6960339001903516933,2021-05-09,"['marcello', 'hernandez', 'marcellohdz', ""mother's"", 'day', ""mother's"", 'day', 'speech', 'happy', ""mother's"", 'day', 'mothers', 'day', 'funny', 'kid', 'president', 'mothers', 'day', 'humor', ""mother's"", 'day', 'card', ""mother's"", 'day', 'gift', 'reaction', 'tag', 'mama', 'parati']","['easy', 'impressive', 'mother’s', 'day', 'dinners']",6 Easy and Impressive Mother’s Day Dinners,0.6027658
3694,7176717805247647019,2022-12-13,"['marcello', 'hernandez', 'world', 'cup', 'soccer', 'world', 'cup', 'worldcup', 'football', 'world', 'cup', 'matches', 'world', 'cup', 'fans', 'world', 'cup', 'football', 'competition', 'world', 'cup', 'funny', 'world', 'cup', 'moments', 'spanish', 'commentary', 'world', 'cup', 'latin', 'world', 'cup', 'watchers', 'something', 'else', 'ad', 'mcdonalds']","['world', 'cup', '2022', 'soccer', 'world', 'cup', 'soccer', 'argentina', 'heads', 'its', 'sixth', 'world', 'cup', 'final']",Argentina Heads to Its Sixth World Cup Final,0.75345975
3695,7194277724880457003,2023-01-29,"['marcello', 'hernandez', 'kenanthompson', 'sketching', 'sketch', 'drawing', 'sketch', 'art', 'snl', 'keenan', 'thompson', 'drawing', 'people', 'sketch', 'drawing', 'saturday', 'night', 'live', '-', 'snl', 'sketch', 'funny', 'moments', 'first', 'sketch', 'w', 'big', 'bro', 'kenan', 'thompson', 'saturday', 'night', 'live', 'snl']","['television', 'saturday', 'night', 'live', 'tv', 'program', 'comedy', 'humor', 'jordan', 'michael', 'b', 'lil', 'baby', 'rapper', '‘s.n.l.’', 'spoofs', 'merrick', 'garland’s', 'hunt', 'classified', 'documents']",‘S.N.L.’ Spoofs Merrick Garland’s Hunt for Classified Documents,0.5870734
3708,7164475041780862254,2022-11-10,"['cma', 'awards', 'music', 'katy', 'perry', 'thomas', 'rhett', 'unforgettable', 'thomas', 'rhett', 'country', 'singer', 'country', 'music', 'people', 'singing', 'country', 'songs', 'public', 'country', 'concert', 'country', 'music', 'songs', 'started', 'thomas', 'rhett', 'country', 'girls', 'unforgettable', 'thank', 'welcoming', 'community', 'thomasrhett', 'country', 'music', 'association']","['haggerty', 'patrick', '1944', '2022', 'country', 'music', 'homosexuality', 'bisexuality', 'lavender', 'country', 'music', 'group', 'patrick', 'haggerty,', '‘lost', 'pioneer’', 'gay', 'country', 'music,', 'dies']","Patrick Haggerty, ‘Lost Pioneer’ of Gay Country Music, Dies at 78",0.5841823
3719,7295778409001651502,2023-10-30,"['conversationpoetry', 'poetry', 'writing', 'originalwriting', 'women']","['palestinians', 'poetry', 'poets', 'poem:', '[…]']",Poem: […],0.6097448
3747,7295574393348984106,2023-10-29,"['mint', 'yoongi', 'wonbin', 'wonbin', 'riize', 'ty', 'kpop', 'chuu', 'kpop', 'idols', 'bts', '-', 'suga', 'yoongi', 'hands', 'long', 'hair', 'yoongi', 'kpop', 'stickers', 'replying', '태', 'get', 'time', 'still', 'get', 'shoutout', 'lemme', 'know', 'kpop', 'yoongi', 'chuu', 'wonbin']","['blackpink', 'limits', 'k-pop', 'maximalism']",Blackpink and the Limits of K-Pop Maximalism,0.63841265
3767,7295942328324197674,2023-10-30,"['know', 'im', 'gonna', 'get', 'yall', 'havent', 'gotten', 'got', 'yet', 'kpop', 'tomorrow_x_together', 'lesserafim']","['blackpink', 'limits', 'k-pop', 'maximalism']",Blackpink and the Limits of K-Pop Maximalism,0.5853265
3769,7275800883210816814,2023-09-06,"['woody', 'allen', 'woody', 'allen', 'movies', 'woody', 'allen', 'woody', 'allen', 'controversy', 'mia', 'farrow', 'manhattan', 'woody', 'allen', 'woody', 'allen', 'stepdaughter', 'woody', 'allen', 'wife', 'woody', 'allen', 'selena', 'gomez', 'woody', 'allen', 'toystory', 'woodyallen']","['allen', 'woody', 'movies', 'coup', 'de', 'chance', 'movie', 'venice', 'international', 'film', 'festival', 'sex', 'crimes', 'child', 'abuse', 'neglect', 'farrow', 'malone', 'dylan', 'demonstrations', 'protests', 'riots', 'woody', 'allen', 'finds', 'decidedly', 'mixed', 'reception', 'venice', 'film', 'festival']",Woody Allen Finds a Decidedly Mixed Reception at the Venice Film Festival,0.5506581
3778,7101725965629295915,2022-05-25,"['lathe', 'look', 'stunning', 'khloe', 'really', 'showed', 'kimkardashian', 'kardashian', 'kourt', 'kourtneykardashian', 'kourtneyandtravis', 'kourtneykardashianoutfits', 'kourtneykardashianwedding', 'kourtneyandtravismarried', 'kourtneyandtraviswedding', 'khloe', 'khloekardashian', 'khloekardashianedit', 'khloeandtristan', 'khloekardashiansnewface', 'khloekardashianoutfits', 'thekardashians', 'entertainmentnews', 'entertainment', 'celebritynews']","['weddings', 'engagements', 'fashion', 'apparel', 'advertising', 'marketing', 'celebrities', 'kardashian', 'kourtney', '1979', 'dolce', 'gabbana', 'social', 'media', 'the', 'branded', 'marriage', 'kourtney', 'kardashian', 'travis', 'barker']",The Branded Marriage of Kourtney Kardashian and Travis Barker,0.56649995
3797,7294161615878901038,2023-10-26,"['constance', 'wu', 'israel', 'constance', 'wu', 'constance', 'wu', 'palestine', 'life', 'occupied', 'palestine', 'anna', 'baltzer', 'constance', 'wu', 'zionist', 'israel', 'kamakawiwoʻole', 'sea', 'boundary', 'palestine', 'thailand', 'support', 'palestine', 'war', 'gave', 'us', 'freedom', 'war', 'stripped', 'palestinians', 'freedom', 'asian', 'nyc', 'abg', 'abb', 'chooseyourasian']","['israel', 'gaza', 'war', '2023', 'israel', 'west', 'bank', 'palestinians', 'middle', 'east', 'terrorism', 'international', 'relations', 'united', 'states', 'international', 'relations', 'arab', 'israeli', 'war', '1973', 'politics', 'government', 'defense', 'military', 'forces', 'peace', 'process', 'israeli', 'settlements', 'arabs', 'secession', 'independence', 'movements', 'hamas', 'hezbollah', 'palestinian', 'authority', 'palestinian', 'islamic', 'jihad', 'abbas', 'mahmoud', 'biden', 'joseph', 'r', 'jr', 'mohammed', 'bin', 'salman', '1985', 'netanyahu', 'benjamin', 'war', 'has', 'smashed', 'assumptions', 'about', 'israeli-palestinian', 'conflict']",War Has Smashed Assumptions About Israeli-Palestinian Conflict,0.63070387
3799,7295187426673216811,2023-10-28,"['finally', 'get', 'round', 'lemme', 'know', 'kpop', 'kpopmemes', 'hiraimomo', 'bangchan']","['blackpink', 'limits', 'k-pop', 'maximalism']",Blackpink and the Limits of K-Pop Maximalism,0.593856
3820,7295824309795343662,2023-10-30,"['mine', 'kanye', 'west', 'taemin', 'mine', 'kanye', 'rizzness', 'taemin', 'taemin', 'guilty', 'taemin', 'rizz', 'rizzness', 'taemin', 'mine', 'kanye', 'taemin', 'kpop', 'kpop', 'song', 'insane', 'sajheartstae', 'kpop', 'xybca', 'taemin']","['blackpink', 'limits', 'k-pop', 'maximalism']",Blackpink and the Limits of K-Pop Maximalism,0.58262056
3852,7295875494166170911,2023-10-30,"['rizzness', 'kpop', 'bts', 'army', 'straykids', 'blackpink']","['blackpink', 'limits', 'k-pop', 'maximalism']",Blackpink and the Limits of K-Pop Maximalism,0.76793766
