,video_id,video_date,video_keywords,nyt_keywords,nyt_headline,cosine_sim
4035,7289201622759034155,2023-10-12,"['weeknd', 'palestine', 'sza', 'palestine', 'paris', 'hilton', 'palestine', 'cristiano', 'ronaldo', 'palestine', 'dylan', ""o'brien"", 'palestine', 'michael', 'b', 'jordan', 'palestine', 'sza', 'albert', 'einstein', 'palestine', 'damian', 'lillard', 'palestine', 'cristiano', 'support', 'palestine', 'freepalestine', 'plm', 'palestinianlifesmatters', 'gazaunderattack', 'stopisrael', 'viral']","['israel', 'gaza', 'war', '2023', 'palestinians', 'hamas', 'hezbollah', 'abdullah', 'ii', 'king', 'of', 'jordan', 'mohammed', 'bin', 'salman', '1985', 'bahrain', 'gaza', 'strip', 'jordan', 'united', 'arab', 'emirates', 'saudi', 'arabia', 'across', 'mideast,', 'surge', 'support', 'palestinians', 'war', 'erupts', 'gaza']","Across the Mideast, a Surge of Support for Palestinians as War Erupts in Gaza",0.62387574
4068,7295399961221401899,2023-10-29,"['keith', 'lee', 'real', 'milk', 'honey', 'therealmilkandhoney', 'keith', 'lee', 'atlanta', 'real', 'milk', 'honey', 'atlanta', 'milk', 'honey', 'real', 'milk', 'honey', 'atl', 'real', 'milk', 'honey', 'atlanta', 'keith', 'keith', 'lee', 'atlanta', 'food', 'atlanta', 'restaurants', 'greenscreen', 'keithlee', 'atlanta', 'customerservice']","['restaurants', 'social', 'media', 'consumer', 'reviews', 'lee', 'keith', '1981', 'tiktok', 'bytedance', 'atlanta', 'ga', 'georgia', 'atlanta’s', 'dining', 'scene', 'feels', '‘the', 'keith', 'lee', 'effect’']",Atlanta’s Dining Scene Feels ‘the Keith Lee Effect’,0.63865244
4116,7294814929469574446,2023-10-27,"['kyrell', 'kpop', 'kyrell', 'kyrell', 'ampersandone', 'ampersand', 'one', 'kpop', 'kpop', 'fyp', 'kpop', 'idols', 'k-pop', 'vocals', 'k-pop', 'moments', 'lady', 'kpop', 'group', 'thats', 'actually', 'crazy', 'thought', 'trippin', 'greenscreen', 'ampersandone']","['blackpink', 'limits', 'k-pop', 'maximalism']",Blackpink and the Limits of K-Pop Maximalism,0.6839863
4201,7290288721490873643,2023-10-15,"['miltok', 'military', 'usmc', 'marines', 'army', 'navy', 'airforce', 'viral', 'zyxcba']","['united', 'states', 'defense', 'military', 'forces', 'draft', 'recruitment', 'military', 'shortages', 'advertising', 'marketing', 'bonuses', 'united', 'states', 'marine', 'corps', 'united', 'states', 'army', 'united', 'states', 'air', 'force', 'united', 'states', 'navy', 'u.s.', 'army,', 'navy', 'air', 'force', 'struggle', 'recruits.', 'the', 'marines', 'have', 'plenty.']","U.S. Army, Navy and Air Force Struggle for Recruits. The Marines Have Plenty.",0.6594305
4204,7295264077381635374,2023-10-29,"['end', 'sitting', 'floor', 'itzy', 'yuna', 'itzyyuna', 'kpop', 'kpopggs', 'midzy']","['blackpink', 'limits', 'k-pop', 'maximalism']",Blackpink and the Limits of K-Pop Maximalism,0.6006562
4211,7294357096106102059,2023-10-26,"['candy', 'bara', 'costume', 'halloweekend', 'halloween', 'transitions', 'halloween', 'costume', 'halloween', 'costume', 'halloween', 'weekend', 'candy', 'bracelet', 'costume', 'halloween', 'audios', 'costume', 'halloween', 'cosplay', 'im', 'girl', 'halloween', 'halloweekend']","['halloween', 'paddleboarding', 'costumes', 'something', 'wicked', 'this', 'way', 'paddles']",Something Wicked This Way Paddles,0.61685157
4217,7294107722675522859,2023-10-25,"['viral', 'txt', 'tomorrow_x_together', 'tiktok', 'kpop', 'fanpage']","['blackpink', 'limits', 'k-pop', 'maximalism']",Blackpink and the Limits of K-Pop Maximalism,0.65091026
4259,7287614100333448491,2023-10-08,"['yeva', 'ukrainian', 'girl', 'ukraine', 'palestine', 'seeing', 'news', 'israel', 'ukraine', 'ukraine', 'support', 'israel', 'ukraine', 'palestine', 'ukrainian', 'palestinian', 'yeva', 'palestine', 'sea', 'boundary', 'palestine', 'palestine', 'hoodie', 'defend', 'land', 'holubtsi', 'kinda']","['israel', 'gaza', 'war', '2023', 'israel', 'gaza', 'strip', 'afghanistan', 'hamas', 'odessa', 'ukraine', 'russian', 'invasion', 'ukraine', '2022', 'monday', 'briefing:', 'israel’s', 'leader', 'warns', 'long', 'war']",Monday Briefing: Israel’s Leader Warns of a Long War,0.6802586
4268,7293614054235508011,2023-10-24,"['crowd', 'loud', 'insanee', 'itzy', 'kpop']","['blackpink', 'limits', 'k-pop', 'maximalism']",Blackpink and the Limits of K-Pop Maximalism,0.6851582
4350,7290244513115770143,2023-10-15,"['please', 'destroy', 'def', 'jam', 'comedy', 'matt', 'rife', 'taylor', 'swift', 'snl', 'young', 'pete', 'davidson', 'snl', 'peter', ""davidson's"", 'snl', 'pete', 'davidson', 'princes', 'comedy', 'pete', 'davidson', 'comedy', 'please', 'dont', 'destroy', 'original', 'princes', 'comedy']","['television', 'saturday', 'night', 'live', 'tv', 'program', 'davidson', 'pete', '1993', 'swift', 'taylor', '‘s.n.l’', 'returns', 'with', 'pete', 'davidson', 'taylor', 'swift', 'cameo']",‘S.N.L’ Returns With Pete Davidson and a Taylor Swift Cameo,0.6953087
4355,7088395289219976490,2022-04-19,"['thats', 'pres', 'joebiden', 'says', 'asked', 'travelers', 'continue', 'wear', 'masks', 'airplanes', 'federal', 'mask', 'mandate', 'overturned', 'news', 'covid']","['masks', 'coronavirus', '2019', 'ncov', 'marr', 'linsey', 'nervous', 'flying?', 'here’s', 'mask', 'still', 'help', 'protect', 'even', 'others', 'aren’t', 'wearing', 'one.']",Nervous about flying? Here’s why a mask will still help protect you even if others aren’t wearing one.,0.60201406
4356,7291460094032645418,2023-10-18,"['joe', 'biden', 'speaks', 'cotton', 'picking', 'biden', 'gibberish', 'joe', 'biden', 'announces', 'cotton', 'picking', 'job', 'airplane', 'biden', 'dementia', 'airplane', 'tiktok', 'videos', 'joe', 'biden', 'air', 'force', 'one', 'president', 'head', 'statue', 'plane', 'moving', 'airplane', 'flying', 'videos', 'biden', 'breakingnews', 'joebiden', 'president', 'airforce', 'plane', 'airplane', 'interview', 'trouble', 'dementia', 'trending']","['united', 'states', 'politics', 'government', 'air', 'force', 'one', 'jet', 'house', 'representatives', 'republican', 'party', 'biden', 'joseph', 'r', 'jr', 'jordan', 'jim', '1964', 'mccarthy', 'kevin', '1965', 'for', 'biden,', 'no', 'tears', 'over', 'jordan’s', 'predicament', 'house']","For Biden, No Tears Over Jordan’s Predicament in the House",0.6231628
4357,7294702601235434783,2023-10-27,"['lot', 'change', 'years', 'politics', 'biden', 'trump', 'leftist', 'genocidejoe', 'drewparkerk']","['trump', 'donald', 'j', 'biden', 'joseph', 'r', 'jr', 'age', 'chronological', 'presidential', 'election', '2024', 'republican', 'party', 'polls', 'public', 'opinion', 'united', 'states', 'politics', 'government', 'how', 'trump’s', 'verbal', 'slips', 'could', 'weaken', 'his', 'attacks', 'biden’s', 'age']",How Trump’s Verbal Slips Could Weaken His Attacks on Biden’s Age,0.639626
4372,7288912893922397482,2023-10-11,"['anybody', 'help', 'us', 'original', 'video', 'anybody', 'help', 'us', 'israel', 'original', 'video', 'anybody', 'help', 'us', 'cry', 'muslim', 'tiktok', 'muslim', 'negev', 'desert', 'israel', 'israel', 'kamakawiwoʻole', 'sea', 'boundary', 'palestine', 'israel', 'music', 'festival', 'inshallah', 'free', 'palstine', 'muslimtiktok', 'muslim', 'freepalestine', 'freepalestine', 'israel', 'gaza', 'tiktok']","['israel', 'gaza', 'war', '2023', 'palestinians', 'muslims', 'islam', 'gaza', 'strip', 'israel', 'hamas', 'united', 'states', 'arizona', 'california', 'minneapolis', 'minn', 'gaza', 'crisis', 'unites', 'american', 'muslims', 'anger', 'mourning']",Gaza Crisis Unites American Muslims in Anger and Mourning,0.6872576
4373,7293672618723495211,2023-10-24,"['israeli', 'influencer', 'gluten', 'free', 'israel', 'israeli', 'influencers', 'new', 'jeans', 'gluten', 'free', 'bread', 'israel', 'new', 'jeans', 'israel', 'israeli', 'influencer', 'gluten', 'bread', 'gluten', 'free', 'cookies', 'israel', 'influencers', 'israeli', 'hummus', 'oven', 'palestine', 'israeli', 'influencers', 'truly', 'revealing', 'propaganda', 'country', 'puts', 'scared', 'lives', 'serious', 'palestine', 'freepalestine']","['internal', 'sub', 'nl', 'israel', 'palestinians', 'israeli', 'settlements', 'orthodox', 'judaism', 'smotrich', 'bezalel', '1980', 'netanyahu', 'benjamin', 'ben', 'gvir', 'itamar', 'gaza', 'strip', 'west', 'bank', 'jerusalem', 'israel', 'how', 'will', 'israel', 'pay', 'its', 'war?']",How Will Israel Pay for Its War?,0.60225797
4428,7289930382286556462,2023-10-14,"['amy', 'schumer', 'okay', 'amyschumer', 'israel', 'hamas', 'palestine', 'celebrity', 'popculture', 'popculturenews', 'activism', 'socialmedia']","['israel', 'gaza', 'war', '2023', 'palestinians', 'gaza', 'strip', 'israel', 'hamas', 'a', 'palestinian', 'man,', 'driver', 'near', 'rave,', 'thought', 'held', 'hostage', 'gaza.']","A Palestinian man, who was a driver near the rave, is thought to be held hostage in Gaza.",0.632388
4437,7291083515721043242,2023-10-17,"['sinister', 'movie', 'sinister', 'host', 'horror', 'movie', 'host', 'movie', 'talk', 'movie', 'host', 'hell', 'house', 'llc', 'descent', 'talk', 'smile', 'movie', 'movies']","['movies', 'zucker', 'david', 'faris', 'anna', 'scary', 'movie', '3', 'movie', '‘scary', 'movie', '’', ':', 'still', 'kills']",‘Scary Movie 3’ at 20: Still Kills,0.6486685
4510,7295184436683935006,2023-10-28,"['halloween', 'day', 'girlie', 'pops', 'wheres', 'supersuit', 'halloween']","['should', 'school', 'be', 'place', 'celebrate', 'halloween?']",Should School Be a Place to Celebrate Halloween?,0.6247026
4538,7294845380213099819,2023-10-27,"['round', 'call', 'time', 'kpop', 'kpopmemes', 'jungkook', 'nctmark']","['blackpink', 'limits', 'k-pop', 'maximalism']",Blackpink and the Limits of K-Pop Maximalism,0.6539524
4544,7289510704690859295,2023-10-13,"['victoria', 'beckham', 'david', 'beckham', 'victoria', 'beckham', 'engagement', 'rings', 'victoria', 'beckham', 'david', 'beckham', 'victoria', 'beckham', 'david', 'victoria', 'beckham', 'david', 'beckham', 'wife', 'beckhams', 'victoria', 'beckham', 'wedding', 'dress', 'victoria', 'beckham', 'young', 'replying', 'mitchie', 'agreed', 'victoriabeckham', 'davidbeckham', 'blokecore', 'englishicons', 'becks']","['beckham', 'david', 'beckham', 'victoria', 'fashion', 'apparel', 'web', 'original', 'programming', 'television', 'documentary', 'films', 'programs', 'soccer', 'celebrities', 'netflix', 'inc', '‘beckham’', 'is', 'worth', 'watching,', 'especially', 'style']","‘Beckham’ Is Worth Watching, Especially for the Style",0.64074886
4574,7294758234588482862,2023-10-27,"['dinosaurs', 'spinosaurus', 'sounds', 'rex', 'scientifically', 'accurate', 'scariest', 'dinosaur', 'roars', 'dinosaurs', 'scientifically', 'dinosaurs', 'scientifically', 'look', 'like', 'trex', 'actually', 'sounds', 'like', 'trex', 'real', 'sound', 'dinosaur', 'sounds', 'dinosaur', 'scientificlyaccurate', 'trex', 'creepy']","['dinosaurs', 'asteroids', 'dust', 'sand', 'storms', 'paleontology', 'photosynthesis', 'research', 'feed', 'science', 'feed', 'animals', 'dust', 'might', 'have', 'snuffed', 'out', 'dinosaurs']",Dust Might Have Snuffed Out the Dinosaurs,0.6268349
4661,7293700598438825259,2023-10-24,"['creativealternative', 'ways', 'serve', 'cnt', 'halloween', 'halloweencostumeideas', 'halloween', 'costumeideas', 'creativehalloweencostumes', 'funnycostumes']","['halloween', 'paddleboarding', 'costumes', 'something', 'wicked', 'this', 'way', 'paddles']",Something Wicked This Way Paddles,0.6406149
4672,7292586947480964398,2023-10-21,"['halloween', 'halloweencostume', 'paintgrandpa']","['halloween', 'paddleboarding', 'costumes', 'something', 'wicked', 'this', 'way', 'paddles']",Something Wicked This Way Paddles,0.62421745
4700,7294511577728945450,2023-10-27,"['im', 'alive', 'rnnnn', 'wtfff', 'someone', 'restrain', 'meeh', 'lesserafim', 'chaewon', 'yunjin', 'sakura', 'kpop']","['blackpink', 'limits', 'k-pop', 'maximalism']",Blackpink and the Limits of K-Pop Maximalism,0.65007544
4773,7293957844418694443,2023-10-25,"['watch', 'whole', 'thing', 'enhypen', 'engene', 'kpop', 'kpopchoreo', 'chaconne', 'enhypen']","['blackpink', 'limits', 'k-pop', 'maximalism']",Blackpink and the Limits of K-Pop Maximalism,0.65679306
4816,7293627488993807662,2023-10-24,"['jester', 'long', 'mouth', 'trick', 'treating', 'halloween', 'gon', 'get', 'original', 'video', 'gon', 'get', 'jester', 'amanda', 'adventurer', 'halloween', 'candy', 'decoration', 'halloween', 'tiktoks', 'decoration', 'halloween', 'yall', 'knowww', 'im', 'talking', 'viral', 'halloween', 'horrortok', 'trickortreat', 'scary']","['candy', 'halloween', 'collectors', 'collections', 'brach', 'confections', 'inc', 'is', 'it', 'time', 'give', 'candy', 'corn', 'respect', 'it', 'deserves?']",Is It Time to Give Candy Corn the Respect It Deserves?,0.60393363
4821,7291849732174040366,2023-10-19,"['travis', 'kelce', 'taylor', 'swift', 'travis', 'kelce', 'taylor', 'swift', 'costume', 'travis', 'kelce', 'halloween', 'costume', 'taylor', 'travis', 'taylor', 'swift', 'couple', 'halloween', 'costume', 'louisa', 'melcher', 'lying', 'louisa', 'melcher', 'halloween', 'costume', 'ideas', 'told', 'felt', 'left', 'told', 'go', 'joe', 'alwyn', 'donna', 'kelce', 'travis', 'mom', 'halloween', 'couplescostume', 'traviskelce', 'taylorswift', 'joealwyn']","['kansas', 'city', 'chiefs', 'national', 'football', 'league', 'kelce', 'travis', 'swift', 'taylor', 'halloween', 'costumes', 'football', 'celebrities', 'brace', 'yourself', 'lots', 'taylor', 'swifts', 'travis', 'kelces', 'this', 'halloween']",Brace Yourself for Lots of Taylor Swifts and Travis Kelces This Halloween,0.7356721
4836,7292488260633333038,2023-10-21,"['dont', 'even', 'halloween', 'plans', 'lol', 'halloweencostumes', 'halloween', 'halloweenideas', 'halloween', 'coolgirlhalloweencostume', 'ingirlworldhalloween', 'costumes']","['shopping', 'retail', 'halloween', 'toys', 'halloween', 'is', 'kids.', '‘kidults’', 'too.']",Halloween Is for Kids. ‘Kidults’ Too.,0.7110014
4848,7294008710823808298,2023-10-25,"['back', 'u', 'best', 'song', 'nct', 'nct', 'nctdream', 'kpop', 'doyoungnct']","['blackpink', 'limits', 'k-pop', 'maximalism']",Blackpink and the Limits of K-Pop Maximalism,0.67864025
4882,7294000468043255082,2023-10-25,"['custom', 'upcycled', 'suki', 'costume', 'halloween']","['halloween', 'paddleboarding', 'costumes', 'something', 'wicked', 'this', 'way', 'paddles']",Something Wicked This Way Paddles,0.60677564
4936,7291747180556193066,2023-10-19,"['super', 'easy', 'halloween', 'costumes', 'lmk', 'want', 'videos', 'like', 'halloweencostumes', 'halloweeninspo', 'halloween', 'easyhalloweencostumes']","['shopping', 'retail', 'halloween', 'toys', 'halloween', 'is', 'kids.', '‘kidults’', 'too.']",Halloween Is for Kids. ‘Kidults’ Too.,0.6042368
4940,7292547810367573294,2023-10-21,"['easy', 'make', 'last', 'minute', 'fall', 'halloween', 'lastminutecostumes', 'halloweencostumes', 'costumeideas', 'maxineminx', 'bettyboop', 'blackswan', 'halloween', 'spookyseason']","['halloween', 'paddleboarding', 'costumes', 'something', 'wicked', 'this', 'way', 'paddles']",Something Wicked This Way Paddles,0.6253954
4977,7292144136512146731,2023-10-20,"['costume', 'ideas', 'halloween', 'halloween', 'costumeideasforguys', 'menshalloweencostume']","['shopping', 'retail', 'halloween', 'toys', 'halloween', 'is', 'kids.', '‘kidults’', 'too.']",Halloween Is for Kids. ‘Kidults’ Too.,0.6064812
5027,7289119750230117674,2023-10-12,"['taylor', 'swift', 'cats', 'taylor', 'swift', 'productions', 'taylor', 'swift', 'productions', 'logo', 'taylor', 'swift', 'taylor', 'taylor', 'swift', 'performing', 'taylor', 'swift', 'tiktok', 'taylorswiftandtraviskelce', 'candace', 'owens', 'taylor', 'swift', 'margaret', 'qualley', 'taylor', 'swift', 'taylorswift']","['swift', 'taylor', 'taylor', 'swift', 'the', 'eras', 'tour', 'movie', 'flavor', 'flav', 'atallah', 'alex', 'pop', 'rock', 'music', 'documentary', 'films', 'programs', 'amc', 'tv', 'network', 'taylor', 'swift’s', '‘eras', 'tour’', 'movie:', 'takeaways', 'from', 'premiere']",Taylor Swift’s ‘Eras Tour’ Movie: 4 Takeaways From the Premiere,0.65081227
5088,7293676248692280618,2023-10-24,"['kpop', 'kdrama', 'eunwoo', 'chaeunwoo', 'kdramalover', 'eunwoo_c']","['blackpink', 'limits', 'k-pop', 'maximalism']",Blackpink and the Limits of K-Pop Maximalism,0.7410016
5408,7279322775343336747,2023-09-16,"['disney', 'das', 'pass', 'disney', 'disney', 'disability', 'pass', 'disneyland', 'disneyparks', ""disney's"", 'disneyland', 'park', 'disneyland', 'california', 'adventure', 'disney', 'tiktok', 'disney', 'world', 'happiest', 'place', 'earth', 'workers', 'mean', 'disney', 'disneyland', 'anaheim', 'disneyparks', 'caadventure', 'disability']","['walt', 'disney', 'company', 'amusement', 'and', 'theme', 'parks', 'intellectual', 'property', 'cruises', 'movies', 'disney', 'cruise', 'line', 'disney', 'walt', 'world', 'lake', 'buena', 'vista', 'fla', 'disneyland', 'anaheim', 'calif', 'iger', 'robert', 'a', 'd', 'amaro', 'josh', 'anaheim', 'calif', 'orlando', 'fla', 'disney,', 'challenged', 'elsewhere,', 'plans', 'spend', '$', 'billion', 'parks', 'cruises']","Disney, Challenged Elsewhere, Plans to Spend $60 Billion on Parks and Cruises",0.7398199
5533,7292888969157692714,2023-10-22,"['loving', 'spooky', 'yall', 'making', 'spaces', 'halloween', 'every', 'corner', 'looking', 'terrifying', 'temus', 'got', 'best', 'halloween', 'finds', 'visit', 'temucom', 'make', 'sure', 'costume', 'decor', 'point', 'temu', 'temufinds', 'shoptemu', 'halloween', 'halloweenontemu', 'halloweencostume', 'haul', 'temuhaul', 'halloweendecor']","['shopping', 'retail', 'halloween', 'toys', 'halloween', 'is', 'kids.', '‘kidults’', 'too.']",Halloween Is for Kids. ‘Kidults’ Too.,0.6095432
5571,7284416215810968875,2023-09-29,"['couple', 'costumes', 'try', 'halloween', 'couplecostumes', 'iconiccouplescostumes', 'costumesideas']","['halloween', 'new', 'york', 'city', 'movies', 'costumes', 'pumpkins', 'm3gan', 'movie', 'halloween', 'new', 'york:', 'things', 'do', 'october']",Halloween in New York: Things to Do in October,0.61944264
5590,7292492071271746859,2023-10-21,"['drake', 'seyredd', 'seyy', 'redd', 'pregnant', 'drake', 'red', 'baby', 'seyy', 'redd', 'aubrey', 'drake', 'graham', ""drake's"", 'baby', 'momma', 'aubrey', 'drake', 'drake', 'red', 'drake', 'son', 'rapping', 'soulja', 'boy', 'drake', 'sis', 'get', 'took', 'gameeee', 'sexyred', 'tea', 'drake', 'aintnoway', 'viral', 'xybca', 'foreal']","['audio', 'neutral', 'informative', 'rap', 'hip', 'hop', 'drake', 'rapper', 'for', 'all', 'dogs', 'album', 'drake', 'takes', 'all', 'comers']",Drake Takes on All Comers,0.6142346
5717,7292103233655344414,2023-10-20,"['according', 'opinion', 'children', 'chose', 'klled', 'israel', 'israeli', 'palestine', 'palestinian', 'gaza', 'gazastrip', 'gazaunderattack', 'gazahospital', 'hospital', 'hotspotmedia']","['israel', 'gaza', 'war', '2023', 'palestinians', 'gaza', 'strip', 'israel', 'hamas', 'a', 'palestinian', 'man,', 'driver', 'near', 'rave,', 'thought', 'held', 'hostage', 'gaza.']","A Palestinian man, who was a driver near the rave, is thought to be held hostage in Gaza.",0.78176945
6067,7291688132611722526,2023-10-19,"['trumps', 'former', 'lawyer', 'maga', 'loyalist', 'sidney', 'powell', 'pleads', 'guilty', 'georgia', 'election', 'interference', 'case', 'powell', 'one', 'trumps', 'codefendants', 'named', 'district', 'attorney', 'fani', 'willis', 'rico', 'indictment', 'part', 'plea', 'agreement', 'powell', 'must', 'testify', 'truthfully', 'codefendants', 'provide', 'documents', 'da', 'willis', 'nbcs', 'laura', 'jarrett', 'calls', 'devastating', 'news', 'trump']","['georgia', 'criminal', 'case', 'against', 'trump', '2020', 'election', 'federal', 'criminal', 'case', 'against', 'trump', '2020', 'election', 'case', 'powell', 'sidney', 'attorney', 'trump', 'donald', 'j', 'willis', 'fani', 't', 'smith', 'jack', 'attorney', 'sidney', 'powell’s', 'plea', 'deal', 'could', 'be', 'threat', 'trump']",Sidney Powell’s Plea Deal Could Be a Threat to Trump,0.7621256
6303,7290310429455322414,2023-10-15,"['midsommar', 'taylor', 'swift', 'movie', 'eras', 'tour', 'movie', 'willow', 'taylor', 'swift', 'cameras', 'movie', 'theater', 'willow', 'eras', 'tour', 'taylor', 'swift', 'swifties', 'movie', 'theatre', 'cinema', 'cameras', 'willow', 'eras', 'tour', 'movie', 'giving', 'midsommar', 'erastourmovie', 'erastourtaylorswift', 'evermore', 'taylorswift', 'midsommar']","['swift', 'taylor', 'taylor', 'swift', 'the', 'eras', 'tour', 'movie', 'flavor', 'flav', 'atallah', 'alex', 'pop', 'rock', 'music', 'documentary', 'films', 'programs', 'amc', 'tv', 'network', 'taylor', 'swift’s', '‘eras', 'tour’', 'movie:', 'takeaways', 'from', 'premiere']",Taylor Swift’s ‘Eras Tour’ Movie: 4 Takeaways From the Premiere,0.71378905
6314,7290748322661272874,2023-10-16,"['notes', 'app', 'poetry', 'please', 'dont', 'flop', 'poetry', 'notesapp', 'wildflowergirlie', 'mylovemineallmine', 'mitski', 'florist', 'iamaflorist', 'adamandeve']","['poetry', 'poets', 'downs', 'buck', 'poem:', 'fluid', 'cupid']",Poem: fluid cupid,0.6022831
6514,7187310947856567598,2023-01-11,"['michael', 'jackson', 'michael', 'jackson', 'deep', 'voice', 'michael', 'jackson', 'reveals', 'deep', 'voice', 'michael', 'jackson', 'concert', 'michael', ""jackson's"", 'real', 'voice', 'michael', 'jackson', 'something', 'baby', 'michael', 'jackson', 'songs', 'michael', 'jackson', 'edits', 'michael', 'jackson', 'performance', 'chicago', 'michael', 'jackson', 'crazy', 'hear', 'dubsthevlogger', 'viral', 'michaeljackson']","['music', 'presley', 'lisa', 'marie', 'presley', 'elvis', 'jackson', 'michael', 'lisa', 'marie', 'presley', 'elvis,', 'michael', 'jackson', 'her', 'music']","Lisa Marie Presley on Elvis, Michael Jackson and Her Music",0.61591476
6885,7288126199321087262,2023-10-09,"['el', 'churro', 'nyc', 'el', 'churro', 'restaurant', 'nyc', 'nyc', 'events', 'bakery', 'nyc', 'free', 'food', 'nyc', 'money', 'pieces', 'plane', 'lady', 'nyc', 'luxury', 'experience', 'el', 'churro', 'nyc', 'theory', 'wheres', 'lady', 'plane', 'need', 'elchurronyc']","['art', 'new', 'york', 'city', 'walking', 'sculpture', 'stations', 'terminals', 'passenger', 'sidewalks', 'dia', 'art', 'foundation', 'instituto', 'cervantes', 'metropolitan', 'transportation', 'authority', 'beuys', 'joseph', 'miss', 'mary', 'manhattan', 'nyc', 'times', 'square', '42nd', 'street', 'manhattan', 'ny', 'union', 'square', 'manhattan', 'ny', 'hidden', 'art:', 'a', 'rhapsody', 'soul,', 'city', 'corners']","Hidden Art: A Rhapsody for the Soul, in 10 City Corners",0.6175016
6926,7288448519873056031,2023-10-10,"['orthodox', 'jewish', 'jewish', 'zionists', 'explained', 'jewish', 'wrist', 'melinda', 'strauss', 'zionist', 'jewish', 'family', 'tiktok', 'jews', 'zionism', 'viral', 'viralvideo', 'trending', 'trend', 'respect', 'palestine', 'freepalestine', 'israel', 'gaza', 'video']","['israel', 'gaza', 'war', '2023', 'israel', 'hamas', 'terrorism', 'gaza', 'strip', 'palestinians', 'jews', 'judaism', 'united', 'states', 'polls', 'public', 'opinion', 'among', 'american', 'jews,', '‘you', 'see', 'lot', 'broken', 'spirits’', 'after', 'attacks']","Among American Jews, ‘You See a Lot of Broken Spirits’ After Attacks",0.72716177
7120,7289909783472147754,2023-10-14,"['disney', 'taylor', 'swift', 'movie', 'cleaning', 'movie', 'theater', 'eras', 'tour', 'movie', 'taylor', 'swift', 'swifties', 'movie', 'theatre', 'disney', 'card', 'game', 'disney', 'paw', 'patrol', 'movie', 'theater', 'cleaning', 'taylor', 'swift', 'eras', 'tour', 'movie', 'wasnt', 'bad', 'theaters', 'pretty', 'clean', 'seemed', 'certain', 'rows', 'super', 'messy', 'majority', 'pristine', 'give', 'yall', 'based', 'night', 'cleaning', 'shows', 'swifties', 'taylorswifteras', 'erastourfilm', 'movietheateremployees', 'timelapse', 'satisfyingcleaning']","['movies', 'taylor', 'swift', 'the', 'eras', 'tour', 'movie', 'pop', 'rock', 'music', 'swift', 'taylor', 'the', 'secret', 'art', 'turning', 'concert', 'into', 'film', '(taylor’s', 'version)']",The Secret Art of Turning a Concert Into a Film (Taylor’s Version),0.60678595
7218,7288406271307484462,2023-10-10,"['bake', 'alaska', 'dragon', 'beard', 'candy', 'baking', 'rocky', 'road', 'ice', 'cream', 'hardest', 'thing', 'bake', 'pound', 'cake', 'recipe', 'baking', 'easy', 'baking', 'recipes', 'tiramisu', 'recipe', 'cookie', 'recipe', 'im', 'greatest', 'baker', 'alive', 'food', 'cooking', 'foodasmr', 'recipe']","['snack', 'foods', 'cooking', 'cookbooks', 'chocolate', 'the', 'easiest', 'brownies', 'are', 'mixed', 'baked', 'same', 'pan']",The Easiest Brownies Are Mixed and Baked in the Same Pan,0.60024047
7363,7289457148659223854,2023-10-13,"['freepalestine', 'gaza']","['israel', 'gaza', 'war', '2023', 'gaza', 'strip', 'israel', 'a', 'looming', 'invasion', 'gaza']",A Looming Invasion in Gaza,0.67486686
7403,7286524171524328750,2023-10-05,"['dustygiamanco', 'light', 'realtor', 'realestate', 'real', 'estate', 'broker', 'realtors', 'tiktok', 'light', 'luke', 'bryan', 'bada', 'lee', 'light', 'working', 'real', 'estate', 'life', 'realtor', 'dc', 'gsmooth', 'well', 'made', 'official', 'change', 'brokerages', 'happy', 'announce', 'realtor', 'palms', 'realty', 'let', 'know', 'anyone', 'know', 'looking', 'buy', 'sell', 'areas', 'looking', 'forward', 'serving', 'needs', 'well', 'dancingrealtor', 'realestate', 'officefun', 'committedtoexcellence', 'dancinggardener']","['redfin', 'national', 'assn', 'realtors', 'sexual', 'harassment', 'discrimination', 'real', 'estate', 'housing', 'residential', 'ethics', 'official', 'misconduct', 'metoo', 'movement', 'kelman', 'glenn', 'parcell', 'kenny', 'real', 'estate', 'brokers', 'workplace', 'hazards', 'violations', 'redfin,', 'online', 'real', 'estate', 'broker,', 'leaves', 'powerful', 'realtor', 'group']","Redfin, the Online Real Estate Broker, Leaves a Powerful Realtor Group",0.6137081
7602,7155548199451675950,2022-10-17,"['youre', 'welcome', 'halloweencostume', 'halloween', 'halloweenideas', 'halloweencostumeideas', 'halloweeninspo', 'costumeparty', 'costumes', 'halloween']","['spirit', 'halloween', 'superstores', 'halloween', 'pop', 'up', 'stores', 'restaurants', 'the', 'spirit', 'halloween']",The Spirit of Halloween,0.6682178
7875,7287276421163093290,2023-10-07,"['yeat', 'yeat', 'drake', 'year', 'drake', 'drake', 'zesty', 'yeat', 'without', 'mask', 'yeat', 'drake', 'idgaf', 'idgaf', 'drake', 'drake', 'new', 'album', 'yeat', 'look', 'like', 'say', 'whatever', 'want', 'yeat', 'viral', 'pov', 'trend']","['rap', 'hip', 'hop', 'pop', 'rock', 'music', 'drake', 'rapper', 'for', 'all', 'dogs', 'album', 'it’s', 'drake’s', 'season', 'discontent,', 'again']","It’s Drake’s Season of Discontent, Again",0.6222524
