,abstract,lead_paragraph,headline,pub_date,document_type,section_name,type_of_material,keywords
10,An internal dispute at the Treasury Department shows the challenge of tracking trillions of dollars of economic relief money.,WASHINGTON — A breakdown in the oversight of trillions of dollars of economic relief money spilled into public view on Friday night when the Treasury Department’s special inspector general for pandemic recovery said in a report that his powers to scrutinize funds had been curtailed this week after a decision by the Justice Department’s Office of Legal Counsel.,Pandemic Inspector General Warns of Oversight Breakdown,2021-05-01T04:12:14+0000,article,U.S.,News,"United States Politics and Government;Coronavirus Aid, Relief, and Economic Security Act (2020);Stimulus (Economic);Inspectors General;Office of Legal Counsel (US);Treasury Department;Miller, Brian D"
11,"The front-runner in Saturday’s election is Susan Wright, who has been endorsed by Donald J. Trump and is the widow of Representative Ron Wright, who died of Covid-19 in February.","AUSTIN, Texas — Not long ago, Texas’ Sixth Congressional District seemed to be securely in Republican hands. Ron Wright, a member of the conservative House Freedom Caucus, was poised to advance the G.O.P.’s agenda after he was elected in 2018.",23 Candidates Are on Ballot for Open Texas Congressional Seat,2021-05-01T07:00:07+0000,article,U.S.,News,"Elections, House of Representatives;Wright, Susan (1962- );Sanchez, Jana Lynne;Texas;Trump, Donald J;Wright, Ron (1953-2021);United States Politics and Government;Endorsements"
12,The Democratic candidates are making radically different bets about the mood and priorities of New Yorkers as the city moves toward reopening after the pandemic.,"The signs of New York City’s recovery are everywhere: Vaccinations are on the rise; restaurant and bar curfews are ending; occupancy restrictions are easing in offices, ballparks and gyms. By July 1, Mayor Bill de Blasio says the city should be “fully reopened.”","As New York City Reopens, Its Recovery Will Hinge on the Next Mayor",2021-05-01T07:00:09+0000,article,New York,News,"Elections, Mayors;Primaries and Caucuses;Coronavirus Reopenings;Yang, Andrew (1975- );Stringer, Scott M;Wiley, Maya;Adams, Eric L;Donovan, Shaun L S (1966- );Garcia, Kathryn;McGuire, Raymond J;Morales, Dianne;New York City"
13,How many of our recent Words of the Day can you use correctly in a 50-word story? Send us yours by May 17. And check out the winners of our April challenge!,,May Vocabulary Challenge,2021-05-01T09:00:04+0000,article,The Learning Network,News,
14,"Led by surges in the two hotspots and Eastern Europe, the average number of new daily cases has exceeded 800,000 for more than a week.","Led by surges in the two hotspots and Eastern Europe, the average number of new daily cases has exceeded 800,000 for more than a week.","Global Virus Cases Reach New Peak, Driven by India and South America",2021-05-01T09:00:06+0000,multimedia,World,Interactive Feature,Coronavirus (2019-nCoV);Hospitals;India;South America;Disease Rates
15,The former host of “Bill Nye the Science Guy” has new fans on TikTok and a side gig as a celebrity pitchman.,Bill Nye was geeking out in his sunny apartment in uptown Manhattan.,Bill Nye Is Still Having Fun With Science,2021-05-01T09:00:08+0000,article,Style,News,"Bombay Spirits Co;Nye, Bill;Content Type: Service;Science and Technology;Bill Nye the Science Guy (TV Program);Social Media;TikTok (ByteDance);Advertising and Marketing"
16,"Horse racing meet NFT mania on Zed Run, a digital platform where some top steeds are fetching six-figure sums.","The Kentucky Derby may be the best-known stakes race happening in the equestrian world this weekend, but it’s hardly the only one.",Digital Horses Are the Talk of the Crypto World,2021-05-01T09:00:10+0000,article,Style,News,Horse Racing;Nonfungible Tokens (NFTs);Computers and the Internet;Computer and Video Games;Zed Run (Digital Platform)
17,Some people are taking their friendships to the next level by saying “I do” to marriages without sex.,"First came blood brothers, best friends who would solidify their bond by cutting themselves and swapping a bit of blood. Then came the tiny house besties, friends moving into adjoining tiny homes. (“Bestie Row” in Texas, for example.)",From Best Friends to Platonic Spouses,2021-05-01T09:00:11+0000,article,Fashion & Style,News,Marriages;Friendship
18,The fight over SALT is a case study in the age-old conflict between constituent politics and national policy.,"In 2017, congressional Republicans capped a tax break that benefits America’s highest-earning households and people with multimillion-dollar homes. Coastal Democrats have been trying to get it back ever since.","Why a $10,000 Tax Deduction Could Hold Up Trillions in Stimulus Funds",2021-05-01T09:00:11+0000,article,Business Day,News,"Tax Credits, Deductions and Exemptions;Federal Taxes (US);Property Taxes;Income Tax;United States Politics and Government;Tax Cuts and Jobs Act (2017);High Net Worth Individuals;Stimulus (Economic);Infrastructure (Public Works);Institute on Taxation and Economic Policy;Biden, Joseph R Jr;American Jobs Plan (2021)"
19,Critics see the hand of Carrie Symonds in the costly makeover of the couple’s apartment and other political dust-ups. Supporters see “outdated sexist tropes.”,"LONDON — Of all the unsavory ethical questions swirling around Prime Minister Boris Johnson these days, the one that has stuck is how he paid for the costly makeover of his apartment in Downing Street. And it has put his 33-year-old fiancée, Carrie Symonds, under a particularly scorching spotlight.",Decorating Scandal Engulfs Boris Johnson and Puts Fiancée in Spotlight,2021-05-01T09:00:11+0000,article,World,News,"Politics and Government;Conservative Party (Great Britain);Johnson, Boris;Symonds, Carrie;Interior Design and Furnishings;Great Britain;Embezzlement;Women and Girls;Discrimination;Content Type: Personal Profile"
20,"The Essex County executive said the decision to stop holding undocumented immigrants for ICE in the county jail was based on money, not politics.","For years, the sprawling jail complex in Essex County, N.J., where hundreds of undocumented immigrants have been held under a contract with U.S. Immigration and Customs Enforcement while awaiting court hearings, has been at the center of a fierce debate over federal immigration policy that peaked during the Trump administration.","After Years of Protests, a New Jersey County Ends Its ICE Jail Contract",2021-05-01T09:00:12+0000,article,New York,News,"Immigration Detention;Illegal Immigration;Politics and Government;Immigration and Customs Enforcement (US);DiVincenzo, Joseph N Jr;Essex County (NJ);Essex County Correctional Facility;Demonstrations, Protests and Riots"
21,The Oscar-winning actress has found therapeutic refuge on YouTube.,"Brie Larson was not at last week’s Oscars, though she won one for her acting in “Room,” about a mother in captivity, five years ago.",Brie Larson Pivoted to Video,2021-05-01T09:00:13+0000,article,Style,News,"Larson, Brie;YouTube.com;Content Type: Personal Profile;Quarantine (Life and Culture);Video Recordings, Downloads and Streaming;Actors and Actresses"
22,"The New Jersey high school teacher, Howard Zlotkin, has been suspended with pay after appearing to target Black students in an online class.","Students at a New Jersey high school logged into their remote landscape and design class on Wednesday morning expecting their teacher to lead a discussion about climate change. Instead, the teacher went on an expletive-filled, racist rant against Black Lives Matter and George Floyd, the man murdered by a Minneapolis police officer.",N.J. Teacher Suspended After Calling George Floyd a ‘Criminal’,2021-05-01T09:00:13+0000,article,New York,News,"Black People;Blacks;Black Lives Matter Movement;Floyd, George (d 2020);Jersey City (NJ);Zlotkin, Howard;Education (K-12);Discrimination;Police Brutality, Misconduct and Shootings;Teachers and School Employees;Dickinson, William L, High School (Jersey City, NJ)"
23,"Amid a pandemic and a recall, Mr. Schwarzenegger has been in demand at his Los Angeles mansion, embracing his unlikely role as California’s “elderly statesman.”","LOS ANGELES — Arnold Schwarzenegger settled into a big leather rocker recliner on the back patio of his mansion. His tiny rescue dog, Cherry, scampered at his feet, wearing a butterfly bow.",Arnold Schwarzenegger Is No Longer the Governor of California. Right?,2021-05-01T09:00:14+0000,article,U.S.,News,"Schwarzenegger, Arnold;California;Governors (US);Politics and Government;Content Type: Personal Profile"
24,"One outdated room can stand out and hurt a sale. But before you do any last-minute work, set a budget and make sure you finish what you start.","Q: My partner and I are unexpectedly moving out of state this fall and need to sell our Westchester, N.Y., house. When we bought it five years ago, it hadn’t been renovated in decades. We’ve updated every room except the kitchen, which has old vinyl floors, stained Formica countertops and outdated cabinets. What should we do? My partner thinks if we don’t renovate it, we’ll lose money on the sale. But that seems like a huge headache — and expense — especially right now. What do you think?",Should You Renovate the Kitchen Before You Sell?,2021-05-01T09:00:14+0000,article,Real Estate,News,Real Estate and Housing (Residential);Restoration and Renovation;Home Repairs and Improvements;Content Type: Service;Kitchens
25,"Four decades later, another elder statesman seeks to transform Americans’ ideas about the size of government.","Hi. Welcome to On Politics, your wrap-up of the week in national politics. I’m Lisa Lerer, your host.","Joe Biden, the Reverse Ronald Reagan",2021-05-01T09:00:15+0000,article,U.S.,News,"Biden, Joseph R Jr;United States Politics and Government;Reagan, Ronald Wilson"
26,"Talks between the two regional powers, if successful, could start to lower the temperature on several conflicts across the Middle East.","BEIRUT, Lebanon — In a prime-time television interview four years ago, Crown Prince Mohammed bin Salman of Saudi Arabia dismissed the idea that his kingdom could somehow find an accommodation with its archrival, Iran.","Fierce Foes, Iran and Saudi Arabia Secretly Explore Defusing Tensions",2021-05-01T09:00:15+0000,article,World,News,Mohammed bin Salman (1985- );Iran;Middle East;United States International Relations;War and Armed Conflicts;Yemen;Saudi Arabia;International Relations
27,"In WhatsApp chats, video calls, Facebook groups and forums, a global community has scrambled to save, and sometimes mourn, Covid-stricken loved ones.","LONDON — First, there was the scramble to find her father a bed in intensive care. Then came the price gouging for an all but impossible to find therapeutic injection. And, through it all, countless hours on the phone with doctors, family and friends dealing with logistical problems.","‘Every Time I’m Calling, Someone Has Died’: The Anguish of India’s Diaspora",2021-05-01T09:00:16+0000,article,World,News,Politics and Government;Families and Family Life;Indian-Americans;Coronavirus (2019-nCoV);Grief (Emotion);National Health Service;AHMEDABAD (INDIA);Bihar (India);England;London (England);India
28,"The residents of Newtown, Conn., have approved a memorial to the children and staff killed at Sandy Hook Elementary School, but the sadness has yet to abate.","NEWTOWN, Conn. — In their garden this past week, Francine and David Wheeler reflected on what this town’s vote on Tuesday to build a permanent memorial to the tragedy at Sandy Hook Elementary School meant to them.",A Search for Remembrance After the Sandy Hook Massacre,2021-05-01T09:00:17+0000,article,U.S.,News,"Newtown, Conn, Shooting (2012);Monuments and Memorials (Structures);Sandy Hook Elementary School (Newtown, Conn);Newtown (Conn)"
29,Republicans in several states are pushing bills to give poll watchers more autonomy. Alarmed election officials and voting rights activists say it’s a new attempt to target voters of color.,"HOUSTON — The red dot of a laser pointer circled downtown Houston on a map during a virtual training of poll watchers by the Harris County Republican Party. It highlighted densely populated, largely Black, Latino and Asian neighborhoods.","G.O.P. Seeks to Empower Poll Watchers, Raising Intimidation Worries",2021-05-01T09:00:18+0000,article,U.S.,News,"Elections;Voting and Voters;Republican Party;Discrimination;Black People;Blacks;Voter Fraud (Election Fraud);Rumors and Misinformation;United States Politics and Government;Law and Legislation;Presidential Election of 2020;Trump, Donald J"
30,"Overconfidence and missteps contributed to the country’s devastating second wave, his critics say, tarnishing the prime minister’s aura of political invulnerability.","NEW DELHI — His Covid-19 task force didn’t meet for months. His health minister assured the public in March that India had reached the pandemic’s “endgame.” A few weeks before that, Prime Minister Narendra Modi boasted to global leaders that his nation had triumphed over the coronavirus.",India’s Covid-19 Crisis Shakes Modi’s Image of Strength,2021-05-01T09:00:35+0000,article,World,News,"India;Politics and Government;Coronavirus (2019-nCoV);Vaccination and Immunization;Nationalism (Theory and Philosophy);Deaths (Fatalities);Bharatiya Janata Party;Modi, Narendra;Disease Rates"
31,"Allegations of anti-Semitism, sexual misconduct and racial discrimination have led to turmoil on the small Oregon campus. Some have called for the university’s president to resign.","Across the country, colleges and universities have been wrestling with allegations of sexual misconduct, racial discrimination and anti-Semitism. But rarely have the three collided at the highest levels of leadership, as they have at Linfield University, a small, historically Baptist college in Oregon’s wine country, which celebrated the appointment of its first Black president in 2018.",Linfield University Fires Professor Who Spoke Out About Misconduct Cases,2021-05-01T09:30:07+0000,article,U.S.,News,"Colleges and Universities;Sexual Harassment;Discrimination;Jews and Judaism;ANTI-SEMITISM;The Merchant of Venice (Play);Oregon;Linfield University;Davis, Miles K;Pollack-Pelzner, Daniel;Sex Crimes"
32,Financial institutions have a unique power to contribute to social movements — if they choose to use it.,"The DealBook newsletter delves into a single topic or theme every weekend, providing reporting and analysis that offers a better understanding of an important issue in the news. If you don’t already receive the daily newsletter, sign up here.",What History Can Teach Banks About Making Change,2021-05-01T12:00:06+0000,article,Business Day,News,Civil Rights and Liberties;Race and Ethnicity;Banking and Financial Institutions;Municipal Bonds;Corporate Social Responsibility
33,"Almost four decades after officials dismantled the Order, a violent far-right group, experts see echoes in the far right of today.","To hear more audio stories from publications like The New York Times, download Audm for iPhone or Android.","From the Past, a Chilling Warning About the Extremists of the Present",2021-05-01T12:00:11+0000,article,U.S.,News,"Fringe Groups and Movements;Right-Wing Extremism and Alt-Right;Neo Nazi Groups;Storming of the US Capitol (Jan, 2021);Order, The (Extremist Group);Whites"
34,Some celebrity vaccine endorsements have delighted social media users. But epidemiologists say there isn’t much evidence proving that they boost vaccine uptake.,"Pelé, Dolly Parton and the Dalai Lama have little in common apart from this: Over a few days in March, they became the latest celebrity case studies for the health benefits of Covid-19 vaccines.",Celebrities Are Endorsing Covid Vaccines. Does It Help?,2021-05-01T12:30:08+0000,article,Health,News,"Vaccination and Immunization;Parton, Dolly;Presley, Elvis;Coronavirus (2019-nCoV);Celebrities"
35,"Warren Buffett was upbeat about his company’s increase in earnings in the first quarter. And, at the shareholders’ meeting, he defended Berkshire’s efforts on dealing with climate change.","Berkshire Hathaway, the conglomerate run by Warren E. Buffett, reported $11.7 billion in net earnings in the first quarter on Saturday, swinging to a profit from a $49.7 billion loss a year ago as the paper value of its investment gains soared.",Berkshire Hathaway Shows a Rebound From the Pandemic,2021-05-01T13:12:18+0000,article,Business Day,News,"Company Reports;Berkshire Hathaway Inc;Buffett, Warren E;Munger, Charles T;Omaha (Neb);Los Angeles (Calif)"
36,"The deaths of 45 pilgrims at a Jewish holy site prompted a wave of national unity, but there were also growing calls for accountability.","MOUNT MERON, Israel — Demands for accountability after a disaster that left 45 people dead at a holy site in northern Israel mounted on Saturday as questions swirled about the culpability of the government, religious leaders and the police.",Recriminations Intensify After Deadly Israel Stampede,2021-05-01T13:50:17+0000,article,World,News,Stampedes;Israel;Mount Meron (Israel);Orthodox Judaism
37,Health officials in the Himalayan nation warn of an “unmanageable” situation as infections reach levels not seen since last fall.,"The coronavirus outbreak in India has spilled across the border into Nepal, where health officials have warned that hospital beds are unavailable, vaccines are running short and the number of new infections is rising faster than overwhelmed clinics can record them.",Nepal runs out of hospital beds as India’s outbreak spills across the border.,2021-05-01T13:54:03+0000,article,World,News,internal-essential;Coronavirus (2019-nCoV);Vaccination and Immunization;Himalayas;Nepal;India
38,"States can lose a House seat over a small number of people. In the case of New York, the number would fit in a single subway car. Take a look at other record margins that altered congressional representation.","States can lose a House seat over a small number of people. In the case of New York, the number would fit in a single subway car. Take a look at other record margins that altered congressional representation.",It Only Takes a Few People to Change Your State’s Congressional Seats,2021-05-01T14:00:01+0000,multimedia,U.S.,Interactive Feature,Census;Census Bureau;House of Representatives;Redistricting and Reapportionment
39,Small business and industry groups are pressuring the Biden administration to relax international travel restrictions and visa application protocols.,"With the U.S. summer tourist season looming and vaccinations gathering steam, summer camps, amusement parks, beachside hotels and restaurants — anticipating an influx of visitors — are confronting a dramatic shortage of seasonal workers. It is threatening to sabotage their best efforts to stay financially afloat after more than a year of pandemic-fueled economic hardship.",Pandemic restrictions on foreign seasonal workers could crimp the U.S. summer.,2021-05-01T14:20:17+0000,article,U.S.,News,internal-essential;Foreign Workers;Travel Warnings;Summer (Season);Coronavirus (2019-nCoV);Labor and Jobs;State Department
40,"Whether you want something cozy and comforting, or something bright and herbaceous, we have a recipe for you.","When the weather is in flux, and breezy, 50-degree days are followed by humid, 80-degree ones, cravings turn on a dime. On a cool Tuesday evening, you may still want something cooked low and slow, like Sarah DiGregorio’s slow cooker chicken ragù with herbed ricotta (above) or Yasmin Fahr’s braised lemon-saffron chicken and potatoes. But on a warm Saturday, Yewande Komolafe’s garlic chicken with bright and tangy guasacaca sauce and Melissa Clark’s caramelized summer fruit tart may be more welcome dishes. Whatever the weather, there’s plenty to choose from in this week’s collection of our most popular recipes.",Cook for Your Cravings,2021-05-01T14:30:00+0000,article,Admin,News,
41,"A scientific paper expands on social media reports of sudden onset of periods, spotting and other menstrual peculiarities during last summer’s protests in Portland, Ore.","At some point last summer, there were just too many reports of protesters who had experienced abnormal menstrual cycles after being exposed to tear gas for Britta Torgrimson-Ojerio, a nurse researcher at the Kaiser Permanente Center for Health Research in Portland, to dismiss them as coincidence.","Hundreds Reported Abnormal Menstruation After Exposure to Tear Gas, Study Finds",2021-05-01T14:31:53+0000,article,U.S.,News,"Tear Gas;Demonstrations, Protests and Riots;Menstruation;Research;Portland (Ore);BMC Public Health (Journal)"
42,Two plain-spoken guys get together down in Plains.,WASHINGTON — Joe Biden has respect for his elders. And there aren’t that many of them.,The Jimmy Carter and Joe Biden Show,2021-05-01T15:00:04+0000,article,Opinion,Op-Ed,"Biden, Joseph R Jr;Carter, Jimmy;Obama, Barack;United States Politics and Government;Clinton, Bill;Presidents and Presidency (US)"
43,Virgin Galactic’s failure to launch exposed the limits of human ingenuity.,"On the morning of Feb. 22, 2019, my two sons and I fixed our gazes on the horizon of the Mojave Desert, waiting for a flame to appear in the distant sky: Virgin Galactic’s spaceship was about to launch.","For Richard Branson, the Romance of Space Tourism Meets Reality",2021-05-01T15:00:04+0000,article,Opinion,Op-Ed,"Private Spaceflight;Rocket Science and Propulsion;Mojave Air and Space Port;Virgin Galactic;Branson, Richard;Palihapitiya, Chamath"
44,"Watching “Gilmore Girls,” campily performing play readings and writing poetry have been therapeutic for readers.",To the Editor:,"In a Pandemic, Finding Comfort in the Arts",2021-05-01T15:00:05+0000,article,Opinion,Letter,Poetry and Poets;Theater;Coronavirus (2019-nCoV);Gilmore Girls (TV Program)
45,"“Languishing definitely describes the lack of interest I feel just now,” one reader writes. Another describes a fallow period of rest preparing for what comes next.",To the Editor:,A Year of ‘Languishing’ and ‘Fallow Space’,2021-05-01T15:00:06+0000,article,Opinion,Letter,"Coronavirus (2019-nCoV);Grant, Adam M;Psychology and Psychologists;Depression (Mental);Emotions"
46,"A Black man relates how his body relaxed as he mostly stayed indoors, but tensions returned as he began venturing out and encountering everyday racial bias.",To the Editor:,Covid Isolation: A Reprieve From the Stresses of Racism,2021-05-01T15:00:07+0000,article,Opinion,Letter,Race and Ethnicity;Coronavirus (2019-nCoV);Black People;Blacks;Anxiety and Stress
47,"As we emerge from social isolation, there are ways to make our conversations richer and deeper. ",We’ve forgotten how to talk to people.,How to Make Your Small Talk Big,2021-05-01T15:00:08+0000,article,Opinion,Op-Ed,Quarantine (Life and Culture);Anxiety and Stress;Grief (Emotion);Loneliness;Friendship
48,President Biden’s infrastructure plan could fund a long-overdue revamp of the Brent Spence Bridge between Ohio and Kentucky. But the Senate Republican leader opposes it.,"CINCINNATI — Early one November morning last year, a tractor-trailer hauling potassium hydroxide crashed into another truck that had jackknifed on the Brent Spence Bridge, igniting an enormous fire over the Ohio River that shut down the antiquated span connecting Cincinnati and northern Kentucky for six weeks.",Biden’s Expansive Infrastructure Plan Hits Close to Home for McConnell,2021-05-01T15:04:16+0000,article,U.S.,News,"Infrastructure (Public Works);United States Politics and Government;Bridges and Tunnels;Biden, Joseph R Jr;McConnell, Mitch;Brent Spence Bridge (Cincinnati, Ohio);Kentucky;Cincinnati (Ohio);American Jobs Plan (2021)"
49,"If the blast was the work of the Taliban, as the Afghan government asserts, it would be the most overt signal yet that the peace deal is off.","KABUL, Afghanistan — On the eve of a symbolic date for America’s withdrawal from Afghanistan, a truck laden with explosives blew up outside a guesthouse south of the capital on Friday night, killing at least 27 people.",Afghan Blast on Eve of U.S. Pullout Deadline Kills at Least 27,2021-05-01T15:35:05+0000,article,World,News,"Terrorism;Afghanistan War (2001- );Afghan National Security Forces;Taliban;Ghani, Ashraf;Mohib, Hamdullah;AFGHANISTAN;Kabul (Afghanistan);Kandahar (Afghanistan)"
50,"Workers found the bones, which could be up to 14,000 years old, during the construction of a pool.","While digging in Matthew Perkins’s backyard last week in Las Vegas to build a pool, construction workers made an unexpected discovery: bones buried about five feet deep in the soil.","Horse Fossil, Possibly From the Ice Age, Is Found in a Las Vegas Backyard",2021-05-01T15:37:27+0000,article,U.S.,News,Paleontology;Horses;Fossils;Ice Age;Las Vegas (Nev)
51,"Jst whn w wr strtng t fl smrt, vn Klsh stps b wth chllng.","VOWEL-LESS CROSSWORD — This occasional variety puzzle is self-explanatory and, really, oh-so-challenging. This is the first time I’ve seen one by Evan Kalish, an excellent and very funny constructor who usually works with themes, and I think I can get a taste of his sense of humor in this grid, but it might just be that several entries hit my funny bone.",Variety: Vowel-less Crossword,2021-05-01T16:00:02+0000,article,Crosswords & Games,News,
52,The release of the 2017 policy — with redactions — stemmed from open-records lawsuits by The Times and the A.C.L.U.,WASHINGTON — The Biden administration has disclosed a set of rules secretly issued by President Donald J. Trump in 2017 for counterterrorism “direct action” operations — like drone strikes and commando raids outside conventional war zones — which the White House has suspended as it weighs whether and how to tighten the guidelines.,Trump’s Secret Rules for Drone Strikes Outside War Zones Are Disclosed,2021-05-01T16:30:07+0000,article,U.S.,News,"United States Politics and Government;Drones (Pilotless Planes);Terrorism;Civilian Casualties;Targeted Killings;Classified Information and State Secrets;Afghanistan War (2001- );AL QAEDA;National Security Council;Biden, Joseph R Jr;Bossert, Thomas P;Trump, Donald J;AFGHANISTAN"
53,"Scientists have found intergenerational care may be the key to thriving mothers, and children.","When I first became a mother a decade ago, I lived 282 miles from my mom, on a block full of clueless new parents like me — formerly competent adults who now found ourselves calling the fire department because our toddlers had locked us out again, or because we’d set our homes ablaze in a diligent effort to sterilize pacifiers on the stove. (We called this a “paci-fire.”)",Why a New Mother’s Biggest Asset Is Often Her Own Mom,2021-05-01T16:45:15+0000,article,Opinion,Op-Ed,Mother's Day;Women and Girls;Children and Childhood;Parenting;Pregnancy and Childbirth
54,Mr. Yang is running for mayor of New York City as a bold thinker and entrepreneur. But his results have been uneven.,"The idea was as simple as it was ambitious: help struggling American cities by recruiting promising college graduates, finding them jobs at start-ups in those cities and training them to open businesses of their own.","Andrew Yang Promised to Create 100,000 Jobs. He Ended Up With 150.",2021-05-01T16:55:20+0000,article,New York,News,"Venture for America Inc;Yang, Andrew (1975- );New York City;Elections, Mayors;Content Type: Personal Profile;Entrepreneurship;Start-ups;Labor and Jobs"
55,The authorities arrested five people and said they were investigating whether any people were infected with the coronavirus as a result of the contaminated tests given at an airport testing site.,The idea was simple: Why throw away used rapid antigen test kits for the coronavirus when they could be used again and again?,"In Indonesia, lab workers are arrested and accused of reusing nasal swabs in thousands of coronavirus tests.",2021-05-01T17:10:49+0000,article,World,News,internal-essential;Coronavirus (2019-nCoV);Indonesia
