,abstract,lead_paragraph,headline,pub_date,document_type,section_name,type_of_material,keywords
29,"As many waited on the U.S.-Mexican border, hoping to enter the United States despite the government’s message to stay away, a photographer let them be seen on their own terms.","Migrants seeking to enter the United States today find themselves in a difficult position: They have been told by the government not to come, but many feel they need to flee the conditions they face in their home countries. To add context to this complicated issue, the Brooklyn-based freelance photographer Adam Ferguson asked migrants at shelters on the Mexican side of the U.S.-Mexico border to take self-portraits this spring (with some guidance from him), giving them a chance to express themselves visually.",Showing Migrants Through a New Lens: Their Own,2021-07-01T09:00:08+0000,article,Times Insider,News,Photography;Immigration and Emigration;Cameras;New York Times;Mexico
30,"He hasn’t dislodged James Buchanan from the bottom ranking, but history is unlikely to be kind to him.","During his presidency, John F. Kennedy, perhaps with a wary eye on the future, met with David Herbert Donald, a biographer of Abraham Lincoln, and expressed his displeasure with historians’ presidential rankings.",Maybe Trump Wasn’t the Worst President Ever?,2021-07-01T09:00:08+0000,article,Opinion,Op-Ed,"Presidents and Presidency (US);United States Politics and Government;Storming of the US Capitol (Jan, 2021);Buchanan, James;Eisenhower, Dwight David;Reagan, Ronald Wilson;Trump, Donald J;United States"
31,The court has become more open to claims of government regulations impeding religion. ,"After the Supreme Court wraps up its pending business on Thursday, there will be plenty to discuss and debate about a term that seems to have confounded many people’s expectations. I’ll leave that conversation for the coming days. For now, I want to explore one of the week’s overlooked developments for what it might tell us about what happened beneath the surface on a subject of great import this term.",What the Supreme Court Did for Religion,2021-07-01T09:00:09+0000,article,Opinion,Op-Ed,"Religion-State Relations;Decisions and Verdicts;Santeria Faith;Suits and Litigation (Civil);Freedom of Religion;Becket Fund for Religious Liberty;Roman Catholic Church;Supreme Court (US);Roberts, John G Jr;Scalia, Antonin;New York City;Philadelphia (Pa)"
32,"“This can only work for travelers if member states implement it in a harmonized way,” said an official representing Europe’s largest air carriers.","Digital Covid-19 certificates aimed at facilitating free movement in the European Union came into force across the bloc on Thursday, a long-awaited milestone for countries hoping to boost their ailing tourism industries — but also a point of friction over the number of vaccines that do not qualify.","Digital vaccination cards go into effect in Europe, with some turbulence.",2021-07-01T09:00:10+0000,article,World,News,Coronavirus (2019-nCoV);Vaccination and Immunization;Travel and Vacations;Europe;European Union
33,Activists slammed the TV show “In the Dark” for casting a sighted actress in a blind lead role. But what if blindness is a performance of its own?,"To hear more audio stories from publications like The New York Times, download Audm for iPhone or Android.",Is There a Right Way to Act Blind?,2021-07-01T09:00:11+0000,article,Magazine,News,"Blindness;Actors and Actresses;Television;CW Television Network;National Federation of the Blind;Disabilities;Mattfeld, Perry (1994- );In the Dark (TV Program)"
34,Salary transparency is intended to help address inequities. But making the number public doesn’t seem to move the needle.,"Carolyn Kopprasch earns $225,000 a year. Maria Thomas makes $267,890. Then comes Darcy Peters with a salary of $105,143.",Knowing What Your Co-Worker Makes Doesn’t Close the Pay Gap,2021-07-01T09:00:11+0000,article,Business Day,News,Wages and Salaries;Income Inequality;Discrimination;Women and Girls;Men and Boys;Labor and Jobs;Buffer Inc
35,"Mahler, Stravinsky, Debussy and more: François-Xavier Roth and his ensemble, Les Siècles, are pushing historically informed practice into the 20th century.","Think of the “period” or historically informed performance movement, and the mind probably turns to Monteverdi, Bach, Handel. The first advocates for performances on original instruments — post-World War II insurgents like Nikolaus Harnoncourt — concentrated their initial work on the Baroque and then Classical repertories, the music in which their findings were most audibly different compared with then-standard practices.",The Conductor Transforming Period Performance,2021-07-01T09:00:13+0000,article,Arts,News,"Classical Music;Content Type: Personal Profile;Roth, Francois-Xavier;Les Siecles (Music Group)"
36,The roots of the Cosby reversal were years in the making.,"Due process matters, even for monstrous crimes.",There’s One Man to Blame for Bill Cosby’s Release,2021-07-01T09:00:13+0000,article,Opinion,Op-Ed,"Cosby, Bill;Law and Legislation;#MeToo Movement;Pennsylvania;Sex Crimes;Self-Incrimination;Fourteenth Amendment (US Constitution);Castor, Bruce (1961- );Constand, Andrea"
37,"When experts from other countries look at “the oldest democracy,” they don’t like what they see. ","This weekend, American skies will be aflame with fireworks celebrating our legacy of freedom and democracy, even as Republican legislature after Republican legislature constricts the franchise and national Republicans have filibustered the expansive For The People Act. It will be a strange spectacle.",The Rest of the World Is Worried About America,2021-07-01T09:00:15+0000,article,Opinion,Op-Ed,Democracy (Theory and Philosophy);Voter Registration and Requirements;United States Politics and Government;Law and Legislation;Politics and Government;United States;Independence Day (US) (July 4);Elections;Democratic Party;Republican Party
38,"Last winter, Congress banned a much-hated practice. Now regulators have to figure out exactly how to make the law work.",The Biden administration took its first steps Thursday toward finalizing the details of a ban on surprise medical bills that Congress passed and President Trump signed into law last winter. Some experts see the policy as the most important consumer protection in health care to come out of Washington in more than a decade.,"For Surprise Medical Bills, It’s the Beginning of the End",2021-07-01T09:00:16+0000,article,The Upshot,News,"Health Insurance and Managed Care;Law and Legislation;Consumer Protection;Emergency Medical Treatment;Regulation and Deregulation of Industry;Hospitals;Prices (Fares, Fees and Rates)"
39,Here is a breakdown of the legal issues surrounding a Pennsylvania Supreme Court ruling that abruptly let the disgraced entertainer out of prison.,"The disgraced actor and comedian Bill Cosby walked free this week after three years in prison when the Pennsylvania Supreme Court threw out his 2018 convictions on charges of drugging and sexually assaulting Andrea Constand in 2004, when she was a Temple University employee.","Bill Cosby’s Release From Prison, Explained",2021-07-01T09:00:16+0000,article,Arts,News,"Cosby, Bill;Criminal Justice;Decisions and Verdicts;Immunity from Prosecution;Self-Incrimination;Sex Crimes;#MeToo Movement;Pennsylvania;Supreme Courts (State);Constitution (US);Castor, Bruce (1961- );Constand, Andrea;Content Type: Service"
40,"New research suggests that in as little as 40 generations, elephants could have become dwarf size on the island off Italy’s boot.","Elephants today are confined to the African and Asian continents. But their extinct relatives once roamed far and wide across the planet. When they settled onto islands, some species’ evolutionary course changed direction in a dramatic fashion.",Shrinking Elephants Once Called Sicily Home,2021-07-01T09:00:17+0000,article,Science,News,Elephants;Sicily (Italy);Endangered and Extinct Species;Paleontology;Evolution (Biology);Genetics and Heredity;Fossils;your-feed-science;your-feed-animals
41,"The pandemic year disrupted athletes’ training routines, leaving many depressed, anxious and seeking help.","EUGENE, Ore. — Sam Parsons felt that he was in the best shape of his life when he lined up for the start of the 5,000 meters at the Drake Relays in April. He had used the yearlong Olympic postponement to ramp up his training with the goal of competing for Germany at the Tokyo Games this summer.","Physically and Mentally Taxed, Olympic Hopefuls Near the Finish",2021-07-01T09:00:17+0000,article,Sports,News,"Olympic Games (2020);Quarantine (Life and Culture);Sports Injuries;Anxiety and Stress;Track and Field;Swimming;Mental Health and Disorders;Depression (Mental);International Paralympic Committee;Huddle, Molly  (1984- );Hunter, Drew (1998- );Manuel, Simone (1996- );Mikulak, Sam;Tokyo (Japan)"
42,The neighborhoods in Queens that reeled during the pandemic are buzzing. But recovery feels very far away.,"Every day along Roosevelt Avenue in Queens, people stream off the elevated subway into a swarm of activity. Vendors ring bells and shout in Spanish — “Masks! Water! Shaved ice!”— as smoke rises from grilling meat and cumbia music competes with the rumble of the train.","A Covid Epicenter Hustles Back to Life: ‘What You See, It’s Survival’",2021-07-01T09:00:18+0000,article,New York,News,Quarantine (Life and Culture);Coronavirus (2019-nCoV);Shutdowns (Institutional);Labor and Jobs;Renting and Leasing (Real Estate);Real Estate and Housing (Residential);Unemployment;Evictions;Real Estate (Commercial);Immigration and Emigration;Queens (NYC);Coronavirus Reopenings;New York City;audio-neutral-informative;audio-negative-tragedy
43,"In Athens and on the island of Paros, a visitor joins other international travelers in search of that idyllic European vacation they’ve been yearning for.","The plaster-cast heads of Dionysus were back. The unblinking blue Mati evil eyes and Parthenon refrigerator magnets hung once more outside the souvenir shops of Plaka and Monastiraki, where shopkeepers tended to rows upon rows of leather sandals, silver meander rings, dried spices and Cretan mountain tea. The tourists were back, too, if not quite so many as one might expect in the historic heart of Athens on a similarly brilliant, blue June day of years past.","In Greece, It’s Almost Normal",2021-07-01T09:00:18+0000,article,Travel,News,Travel and Vacations;Coronavirus Reopenings;Quarantine (Life and Culture);Athens (Greece);Paros (Greece);Greece
44,New Yorkers on not having to sneak off to smoke marijuana.,"When recreational marijuana was legalized in New York State in March, much of the change was not immediate. But there was one instantly observable difference: While it is not yet legal to sell or buy marijuana in New York, smoking a joint on the street is not a crime anymore. As long as they observe the same restrictions as on cigarettes, smokers can pretty much spark up where they like.",What Happens to the ‘Weed Spot’ Now That Weed Is Legal?,2021-07-01T09:00:19+0000,article,New York,News,Marijuana;Law and Legislation;Black People;Blacks;New York City
45,A revised unofficial count of ranked-choice voting results suggested a tight race among the top three Democratic candidates for mayor., [Want to get New York Today by email? Here’s the sign-up.],What to Know About the Vote Tally Fiasco,2021-07-01T09:25:05+0000,article,New York,briefing,"New York City;Board of Elections (NYC);Elections, Mayors;Absentee Voting;Sculpture;Adams, Eric L;Garcia, Kathryn;Wiley, Maya;High Line (Manhattan, NY)"
46,"The Japanese carmaker will also make a new electric vehicle in England as part of a £1 billion investment, partly supported by the government.","The Japanese carmaker Nissan announced plans on Thursday to build a battery factory near its plant in northeastern England, and to manufacture a new electric crossover S.U.V. there, bolstering the chances that Britain’s auto industry can survive Brexit and the transition to electric vehicles.","Nissan plans a U.K. battery factory, a lift for the post-Brexit auto industry.",2021-07-01T09:35:29+0000,article,Business Day,News,Automobiles;Electric and Hybrid Vehicles;Nissan Motor Co;Envision AESC Group;Factories and Manufacturing;Great Britain Withdrawal from EU (Brexit);International Trade and World Market;Batteries;Great Britain;Sunderland (England)
47,"A century after the Communist Party’s founding, China’s leader said foreign powers would “crack their heads and spill blood” if they tried to stop its rise.","China’s rise is unstoppable, Xi Jinping declared. The country will not be lectured. And those who try to block its ascent will hit a “Great Wall of steel.”","Marking Party’s Centennial, Xi Warns That China Will Not Be Bullied",2021-07-01T09:36:59+0000,article,World,News,Xi Jinping;China;Hong Kong;Communist Party of China;Tiananmen Square (Beijing)
48,"Indonesia’s president, Joko Widodo, announced new restrictions on Thursday for parts of Java and Bali islands to contain the rapidly spreading Delta variant, including closing mosques, schools, shopping malls and sports facilities.","Indonesia’s president, Joko Widodo, announced new restrictions on Thursday for parts of Java and Bali islands to contain the rapidly spreading Delta variant, including closing mosques, schools, shopping malls and sports facilities.",Indonesia announces restrictions for two major islands as the Delta variant spreads.,2021-07-01T09:57:59+0000,article,World,News,Shutdowns (Institutional);Quarantine (Life and Culture);Coronavirus (2019-nCoV);Deaths (Fatalities);Bali (Indonesia);Jakarta (Indonesia);Indonesia
49,"For more than a century, the N.C.A.A. banned student-athletes from earning money. That is about to change.","Throughout its 115-year history, the N.C.A.A.’s bedrock principle has been that student-athletes should be amateurs and not allowed to profit off their fame.",A New Era in College Sports,2021-07-01T10:00:06+0000,article,Podcasts,News,College Athletics;Law and Legislation;National Collegiate Athletic Assn;audio-neutral-informative
50,"The exhibition opens on July Fourth, a holiday that has come to symbolize motorized freedom and parade-queen convertibles.","For many Americans, cars became a lifeline and refuge during the pandemic, even as newly sparkling air over locked-down cities highlighted their darker side. Soul-searching over commuting and climate change was balanced by hope that cars might clean up their act via electricity, and allow new generations to fall for their beauty and ingenuity.",Automania at MoMA Balances Celebration and Criticism of Cars,2021-07-01T10:00:10+0000,article,Business Day,News,Museum of Modern Art;Automobiles;Art;Museums
51,The company was accused of helping its executives evade taxes on compensation by hiding luxury perks and bonuses.,"The Trump Organization, the real estate business that catapulted Donald J. Trump to tabloid fame, television riches and ultimately the White House, was charged Thursday with running a 15-year scheme to help its executives evade taxes by compensating them with fringe benefits that were hidden from the authorities.",Trump Organization Is Charged With Running 15-Year Employee Tax Scheme,2021-07-01T10:24:45+0000,article,New York,News,"Trump Organization;Tax Evasion;United States Politics and Government;Trump, Donald J;Weisselberg, Allen"
52,We make sense of the mayoral election.,New York City released another round of results in the Democratic mayoral primary — and city officials insist that they’re accurate this time. They say they have resolved the “discrepancy” that caused them to report inaccurate results on Tuesday from their new ranked-choice voting system.,The Mess in New York,2021-07-01T10:33:47+0000,article,Briefing,briefing,
53,"This film, proudly shot and set during the pandemic, stars Kevin Corrigan and Thomas Jay Ryan as priests with different perspectives.","“Scenes From an Empty Church” stars three actors — Kevin Corrigan, Thomas Jay Ryan and Max Casella — who emerged as scene-stealers in the 1990s. But watching this proudly pandemic-shot and -set feature from Onur Tukel is like being returned to the locked-down days of 2020. In a decade, the film will serve as a time capsule. But right now, it feels redundant: a dramatization of arguments (about masks, the pandemic’s effects on New York and the value of applauding first-responders at 7 p.m.) that have circulated for too long.",‘Scenes from an Empty Church’ Review: Cloistered Filmmaking,2021-07-01T11:00:04+0000,article,Movies,Review,"Movies;Tukel, Onur;Scenes From an Empty Church (Movie)"
54,This documentary on the Swedish filmmaker Roy Andersson takes an unexpected turn.,"The Swedish filmmaker Roy Andersson began his feature career in the early 1970s with distinctive but conventionally linear narratives. Interview clips from his early fame, included in “Being a Human Person,” a new documentary directed by Fred Scott, show a fresh-faced, sometimes glib fellow seemingly poised for industry success.",‘Being a Human Person’ Review: Watching a Surrealist,2021-07-01T11:00:05+0000,article,Movies,Review,"Documentary Films and Programs;Andersson, Roy;Being a Human Person (Movie);Scott, Fred (Filmmaker);Content Type: Personal Profile"
55,The film poses the cause-and-effect question about toxic masculinity and unhinged behavior.,"No equine beasts adorn this queasy comedy. Too bad. The title “Some of Our Stallions,” parodies, one presumes, the self-aggrandizing language certain American males apply to themselves. The would-be “stallions” here are a couple of misfits. Carson Mell, who plays a burly, bearded guy who insists on being addressed as “Beautiful Bill,” wrote and directed the movie and has a starring role alongside Al Di, also a producer, who plays the fast-talking Andy. In the opening scene, Bill, in a fast-food restaurant meltdown, dunks his hands into the hot oil of a deep fryer.",‘Some of Our Stallions’ Review: At Least They Don’t Shoot Horses,2021-07-01T11:00:06+0000,article,Movies,Review,"Movies;Dudley, Olivia Taylor;Some of Our Stallions (Movie);Mell, Carson"
